content_hash,source_dataset,component,normalized_label,relative_image_path,role,split_seed
035f9833425f119a6bddb448298b8395c00724ced8cf09a3aad4de4e7454889b,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/035f9833425f119a6bddb448298b8395c00724ced8cf09a3aad4de4e7454889b.png,unassigned,42
0361ed7b660649ee51ab09b026ea1c998052a686aaded4df7c422cee79b04553,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/0361ed7b660649ee51ab09b026ea1c998052a686aaded4df7c422cee79b04553.png,unassigned,42
03688c9b1bb495e0696e35b7d00c15a7999b4af4f590f31724741fd56d18523c,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/03688c9b1bb495e0696e35b7d00c15a7999b4af4f590f31724741fd56d18523c.jpg,gold_test,42
036a64d63acc24a1133f7471e935115ddea0ee63cfd1fadc38c90b2e3fd66066,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/036a64d63acc24a1133f7471e935115ddea0ee63cfd1fadc38c90b2e3fd66066.png,unassigned,42
039d62e7d5a6902bc0ec8e8921cd76d941e08a52b3aff0862ed5267f85dc0078,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/039d62e7d5a6902bc0ec8e8921cd76d941e08a52b3aff0862ed5267f85dc0078.jpg,unassigned,42
03bd8c2585b6244c18dae7d992578ac52bcf5c7c31d9cfde18a1d1002670ed96,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/03bd8c2585b6244c18dae7d992578ac52bcf5c7c31d9cfde18a1d1002670ed96.jpg,gold_development,42
03de9c707a42412e78c18e974e7a5ee2fc8d7b6e6bc9abbdcb9c9b23f60ecd0a,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/03de9c707a42412e78c18e974e7a5ee2fc8d7b6e6bc9abbdcb9c9b23f60ecd0a.jpg,gold_development,42
03f2e19c06f403e8089f8e58647535b20445590e46225ea4113e463d86a378cb,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/03f2e19c06f403e8089f8e58647535b20445590e46225ea4113e463d86a378cb.png,unassigned,42
04123341d61ed5d2f72ae9d09735f9656e36f2f7cea293c80e6301b0f63a6c73,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/04123341d61ed5d2f72ae9d09735f9656e36f2f7cea293c80e6301b0f63a6c73.jpg,unassigned,42
04362431d32533d243b45dd970bc15714782f46ae568a68d7f3b277f3f82295c,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/04362431d32533d243b45dd970bc15714782f46ae568a68d7f3b277f3f82295c.jpg,unassigned,42
04549a213aeabe11d22655e26efc478344b26eda1d1b56395c034f2177e8c90d,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/04549a213aeabe11d22655e26efc478344b26eda1d1b56395c034f2177e8c90d.jpg,unassigned,42
045fc1c8fe52d12262dde8c3933400944984610a76683bd538f5839a14309555,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/045fc1c8fe52d12262dde8c3933400944984610a76683bd538f5839a14309555.png,unassigned,42
049f552fbf0304181dac378d61d169813d6620951555583c9985f97196b452dc,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/049f552fbf0304181dac378d61d169813d6620951555583c9985f97196b452dc.jpg,unassigned,42
04c75b94436b1ca0d3bf31ed1205e6e5e4667c1843ddf6eea37d7c950e82522b,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/04c75b94436b1ca0d3bf31ed1205e6e5e4667c1843ddf6eea37d7c950e82522b.png,unassigned,42
04ca52d8dc4cdf229af48394be5a3fee6ac0c6fe8a3e290df815e91be8de2814,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/04ca52d8dc4cdf229af48394be5a3fee6ac0c6fe8a3e290df815e91be8de2814.png,unassigned,42
04debdcbbe8057f832fa8ecbbad024136957f8e33d7e6c59ffe3de804ea0248d,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/04debdcbbe8057f832fa8ecbbad024136957f8e33d7e6c59ffe3de804ea0248d.jpg,unassigned,42
0547f3652efbefa56db7f9c8369f298a99d35178873d98b91d56f43f377c01f3,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/0547f3652efbefa56db7f9c8369f298a99d35178873d98b91d56f43f377c01f3.png,unassigned,42
056e94ca3802b167d68c51ef79a45b9d8156d3d3749d75c11a2478714015bab9,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/056e94ca3802b167d68c51ef79a45b9d8156d3d3749d75c11a2478714015bab9.jpg,unassigned,42
05780961af3b73b946fdec53aa3c06bf8b4f3b6bbfc5307c8d25699a5795540a,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/05780961af3b73b946fdec53aa3c06bf8b4f3b6bbfc5307c8d25699a5795540a.jpg,unassigned,42
057bc1cf0313880845d41a94b4aaea46eab804d506dc0949243ca7b202f4beb4,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/057bc1cf0313880845d41a94b4aaea46eab804d506dc0949243ca7b202f4beb4.jpg,unassigned,42
057c13994e7f19c269f01122c2bb14b6f9f14a2c73ec3fbc4441602211a6567f,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/057c13994e7f19c269f01122c2bb14b6f9f14a2c73ec3fbc4441602211a6567f.png,unassigned,42
05821ee51ef95d0a7de9d81a147b95ad2f0bb57f7608320a6e34e3565e13157e,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/05821ee51ef95d0a7de9d81a147b95ad2f0bb57f7608320a6e34e3565e13157e.png,unassigned,42
059f1908e3048aa449d2bdc10469257ba9693e83f595c53229504a0b789bcfa2,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/059f1908e3048aa449d2bdc10469257ba9693e83f595c53229504a0b789bcfa2.jpg,unassigned,42
059f20ee54e5b9d805951a67add94bdf8b53e3ed53fbe378bed7d4bc6fe63e7e,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/059f20ee54e5b9d805951a67add94bdf8b53e3ed53fbe378bed7d4bc6fe63e7e.jpg,unassigned,42
05ac0359d577325e72e93d1f7de77d76d58aec86402d792f8274648287ef037a,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/05ac0359d577325e72e93d1f7de77d76d58aec86402d792f8274648287ef037a.png,unassigned,42
05c22cb53a298bde3b21ec354fe68620810f437ec2d2a670b26109d085824f2c,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/05c22cb53a298bde3b21ec354fe68620810f437ec2d2a670b26109d085824f2c.jpg,unassigned,42
05f2adc828fc440129f78235e85f2af99aa3c003f2f9fc43e5d8ab47c97d8f8e,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/05f2adc828fc440129f78235e85f2af99aa3c003f2f9fc43e5d8ab47c97d8f8e.jpg,unassigned,42
05f91619bc57703b921503b38c585515445fc6c9c41e9cad81774510dc6e146c,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/05f91619bc57703b921503b38c585515445fc6c9c41e9cad81774510dc6e146c.png,unassigned,42
06166c8f82123b51c26e8ff512f6479e255aabfcb6d4dc5ae13e239ed2ee1797,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/06166c8f82123b51c26e8ff512f6479e255aabfcb6d4dc5ae13e239ed2ee1797.png,unassigned,42
06176f2683aa0d9c35613ee9972b0eab974a0524b1b0c994f3235c91dc41a491,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/06176f2683aa0d9c35613ee9972b0eab974a0524b1b0c994f3235c91dc41a491.jpg,unassigned,42
061a8efa3d02f3d7905ddafa05f6c5d2a793da27013c6940471335e286b5f7f8,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/061a8efa3d02f3d7905ddafa05f6c5d2a793da27013c6940471335e286b5f7f8.jpg,unassigned,42
068a372b0f7788ee141bc6b9c829f77f4b84b1d5b6e4f29bc628e209d00b5a4c,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/068a372b0f7788ee141bc6b9c829f77f4b84b1d5b6e4f29bc628e209d00b5a4c.png,unassigned,42
06aa2da0efe158b8d57cf232a3f3935b2b52f77c91b9c42dbebc0769e7907cb2,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/06aa2da0efe158b8d57cf232a3f3935b2b52f77c91b9c42dbebc0769e7907cb2.jpg,unassigned,42
06c4c335da658b9af994506ce9fd7a709257689add1885ebacf0598e2505fdbe,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/06c4c335da658b9af994506ce9fd7a709257689add1885ebacf0598e2505fdbe.jpg,unassigned,42
06d9af988efd8d6d3ff49e4b253efa2f87950c83d1b77aa1c383311700baaa81,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/06d9af988efd8d6d3ff49e4b253efa2f87950c83d1b77aa1c383311700baaa81.jpg,unassigned,42
06e0c0d0a0607c6f63e7b6c769905f01b4822f070478dffc96f1b50af5273953,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/06e0c0d0a0607c6f63e7b6c769905f01b4822f070478dffc96f1b50af5273953.jpg,unassigned,42
06eadc1118dbb9cddf991d8bfcbcd73cc8e7bd39947fcaf2247f20a7007b3089,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/06eadc1118dbb9cddf991d8bfcbcd73cc8e7bd39947fcaf2247f20a7007b3089.jpg,unassigned,42
06f59e64b74183b17391f8a003bb15c36754ea65a80fcd031a9ab321a80f62d5,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/06f59e64b74183b17391f8a003bb15c36754ea65a80fcd031a9ab321a80f62d5.png,unassigned,42
06f827bf1da25a8736f1c07da9723ebcd1f1d6023efb7f4cbe14950c78fe58b2,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/06f827bf1da25a8736f1c07da9723ebcd1f1d6023efb7f4cbe14950c78fe58b2.png,unassigned,42
071197fcfb6f8615b2e6ff492501ffb71dbd113825c51d24ab95144c5f59a779,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/071197fcfb6f8615b2e6ff492501ffb71dbd113825c51d24ab95144c5f59a779.png,unassigned,42
0733874ff23a178f8df2b3fc91ce2b851726008d29456debb199e183a1be25e2,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/0733874ff23a178f8df2b3fc91ce2b851726008d29456debb199e183a1be25e2.png,unassigned,42
07384e302abb3ab518e316c601457622bb1a67460d1fdaca3c5362d347979dd8,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/07384e302abb3ab518e316c601457622bb1a67460d1fdaca3c5362d347979dd8.png,unassigned,42
073f71bf5482489e2176597cebfac8f16a6d4aed40be299ab4dd4af44d7f3d49,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/073f71bf5482489e2176597cebfac8f16a6d4aed40be299ab4dd4af44d7f3d49.jpg,unassigned,42
073f80938d867d05ff759088df4f97ec3821b4e1bc24e9f3703ff8838568f789,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/073f80938d867d05ff759088df4f97ec3821b4e1bc24e9f3703ff8838568f789.png,gold_development,42
0748fc18a4e203a812acb3f10f27cb6ba055a6682879a0ef0272abe059a7f679,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/0748fc18a4e203a812acb3f10f27cb6ba055a6682879a0ef0272abe059a7f679.jpg,unassigned,42
075f59a5226c597a9d67cbd2482a6ab8f87b39fd4b50cf6b850dd9e12e078492,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/075f59a5226c597a9d67cbd2482a6ab8f87b39fd4b50cf6b850dd9e12e078492.png,unassigned,42
079197288a30e54f5f3e4c826e5d9d9b66dd27ce31bedc9021c2878182d3764a,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/079197288a30e54f5f3e4c826e5d9d9b66dd27ce31bedc9021c2878182d3764a.png,unassigned,42
07add180346a24f4614278d296955acc22d15cc19d955de48e6f66da2aa69807,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/07add180346a24f4614278d296955acc22d15cc19d955de48e6f66da2aa69807.jpg,unassigned,42
07d4b1e531c83a33816dda5fb4c631c5f27d80bde8970fd35fba8d72ae7074d8,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/07d4b1e531c83a33816dda5fb4c631c5f27d80bde8970fd35fba8d72ae7074d8.jpg,gold_development,42
07ec524c7fed0ab92f5428ac038f1aeeb0ce29c36aea40288cd3a22bea49b1f1,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/07ec524c7fed0ab92f5428ac038f1aeeb0ce29c36aea40288cd3a22bea49b1f1.jpg,unassigned,42
07efa4c46f65faf58d2697e6664af72241dafa8dcae0149ce2060e36a853a8bc,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/07efa4c46f65faf58d2697e6664af72241dafa8dcae0149ce2060e36a853a8bc.png,unassigned,42
07f53fa0054823b9d25479fbd8feecc1c8af9ce0daf9f635239686eab0654cbf,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/07f53fa0054823b9d25479fbd8feecc1c8af9ce0daf9f635239686eab0654cbf.jpg,unassigned,42
07f79d4f9cb185b5f2589aeb02f3868288e8a4202cad3dd378236a59d1dfa571,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/07f79d4f9cb185b5f2589aeb02f3868288e8a4202cad3dd378236a59d1dfa571.png,unassigned,42
082c20baf5166a9e86e9a17dd582148bd232ace5186d4a226cd45092b5195df4,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/082c20baf5166a9e86e9a17dd582148bd232ace5186d4a226cd45092b5195df4.jpg,unassigned,42
083fea3cfd189f8bb1973fe5866f6fd8c43becec181d20b8c045ea9468482bfd,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/083fea3cfd189f8bb1973fe5866f6fd8c43becec181d20b8c045ea9468482bfd.jpg,unassigned,42
08438c5fa8410f6bd4bee37721db733715605990536b017200a387a263e79608,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/08438c5fa8410f6bd4bee37721db733715605990536b017200a387a263e79608.jpg,unassigned,42
084a08a6996a0abefc7917c4489bae34db649a00a64fc9224778d0e7d58bd323,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/084a08a6996a0abefc7917c4489bae34db649a00a64fc9224778d0e7d58bd323.png,gold_test,42
084f83d82c3f81e3b139a52ac082ef0ea939a667f5eeca08a1121adfe9db0122,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/084f83d82c3f81e3b139a52ac082ef0ea939a667f5eeca08a1121adfe9db0122.jpg,unassigned,42
08766ef5b802dfa20790de8b86ad7b40866be06649644d14c7428b6598ab53b0,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/08766ef5b802dfa20790de8b86ad7b40866be06649644d14c7428b6598ab53b0.png,unassigned,42
088a1ed9ccad7f7fcf9bb2d253961d1c0cb2fb9a745338732d74548008b20a82,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/088a1ed9ccad7f7fcf9bb2d253961d1c0cb2fb9a745338732d74548008b20a82.png,unassigned,42
0893ece1927df58e4306632d0589c0fc02a4ac890c992ad0c0853db2692f3351,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/0893ece1927df58e4306632d0589c0fc02a4ac890c992ad0c0853db2692f3351.png,unassigned,42
08a13c2efd3f79c9de49bd372c652a1c463d00afc132f38141a4dd25c6a96330,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/08a13c2efd3f79c9de49bd372c652a1c463d00afc132f38141a4dd25c6a96330.jpg,unassigned,42
08ac98b0ffa43c5e3d8088abb10f13fcdbe243e075182db3e732cfbd1a231867,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/08ac98b0ffa43c5e3d8088abb10f13fcdbe243e075182db3e732cfbd1a231867.png,unassigned,42
08d5d4ced4a5c0d73f46f7645e6e59ffe5749b60562abdf8f0fa5111c7494820,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/08d5d4ced4a5c0d73f46f7645e6e59ffe5749b60562abdf8f0fa5111c7494820.jpg,unassigned,42
08d7b830c58ce1635497fec67c9b61ce43d4ae80129ad6d9f1db6230a4212036,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/08d7b830c58ce1635497fec67c9b61ce43d4ae80129ad6d9f1db6230a4212036.jpg,unassigned,42
08d8bd1005a12d89f20435d181be248f7fecb411d5c9c07657503196a6fde8bf,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/08d8bd1005a12d89f20435d181be248f7fecb411d5c9c07657503196a6fde8bf.jpg,unassigned,42
08d92bb66db7be10f0ccd12ce83a71c1daf2b6e52fec460fb696da4b797a7129,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/08d92bb66db7be10f0ccd12ce83a71c1daf2b6e52fec460fb696da4b797a7129.png,unassigned,42
