content_hash,source_dataset,component,normalized_label,relative_image_path,role,split_seed,assignment_role,annotator_id,annotation_order,human_train_seed
497cb7e3696f4f9d849081072f422942be9139d1a108c04ccb9a163a316c142a,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/497cb7e3696f4f9d849081072f422942be9139d1a108c04ccb9a163a316c142a.jpg,unassigned,42,human_train,giovanni,53,42
ce1f6b93f25718a4b78c7e7e295dd733899198720cdcf40e7a446a278f624fed,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/ce1f6b93f25718a4b78c7e7e295dd733899198720cdcf40e7a446a278f624fed.jpg,unassigned,42,human_train,giovanni,54,42
22f57b1146d5f400d4f3f16eebbf7913e518620e318f53cc409eec675603dda4,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/22f57b1146d5f400d4f3f16eebbf7913e518620e318f53cc409eec675603dda4.webp,unassigned,42,human_train,giovanni,55,42
79c105dbb0b0854ef28d5f365865a71c17b8bc99cf7535088800a1497d7a42b6,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/79c105dbb0b0854ef28d5f365865a71c17b8bc99cf7535088800a1497d7a42b6.jpg,unassigned,42,human_train,giovanni,56,42
9e64200b350b955cbe4649e5fb5ef7f9a4b3780cda28e8b9fb44250cc378aca8,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/9e64200b350b955cbe4649e5fb5ef7f9a4b3780cda28e8b9fb44250cc378aca8.png,unassigned,42,human_train,giovanni,57,42
c77e38356353d90bdb96c476031ab7d0fbc0e5d6729042bdadf72d42e63a2f18,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/c77e38356353d90bdb96c476031ab7d0fbc0e5d6729042bdadf72d42e63a2f18.jpg,unassigned,42,human_train,giovanni,58,42
3c5fd88664a4ab56874d3b4061a100fcf9e35d05867ceff5ce70f4f070d6cc19,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/3c5fd88664a4ab56874d3b4061a100fcf9e35d05867ceff5ce70f4f070d6cc19.png,unassigned,42,human_train,giovanni,59,42
c0feb92794768bb18f374a57504541906f8fe5cf4aab9afc8b772edeb19dd95e,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/c0feb92794768bb18f374a57504541906f8fe5cf4aab9afc8b772edeb19dd95e.jpg,unassigned,42,human_train,giovanni,60,42
f261de55321515a60143820b17c29702de21627730f6c9810318b5a4d9cba573,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/f261de55321515a60143820b17c29702de21627730f6c9810318b5a4d9cba573.png,unassigned,42,human_train,giovanni,61,42
99c061240c406a7162bf4db87086b0dee01ff52f0b4a9671e8b9964b7ecc3d81,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/99c061240c406a7162bf4db87086b0dee01ff52f0b4a9671e8b9964b7ecc3d81.jpg,unassigned,42,human_train,giovanni,62,42
85e05d89b44c8ae89bff7809c4cc9ea59655f534d342d5244e70355ec1397f29,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/85e05d89b44c8ae89bff7809c4cc9ea59655f534d342d5244e70355ec1397f29.png,unassigned,42,human_train,giovanni,63,42
26d332cdb2027871c60be2fed4e8345e0a34fc2c48ac3cc2a093161f906ddf68,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/26d332cdb2027871c60be2fed4e8345e0a34fc2c48ac3cc2a093161f906ddf68.jpg,unassigned,42,human_train,giovanni,64,42
b84aeb44d07ddd976764fb43760e93d4d07c41cdd99f817a83334721756179ce,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/b84aeb44d07ddd976764fb43760e93d4d07c41cdd99f817a83334721756179ce.jpg,unassigned,42,human_train,giovanni,65,42
02748a7ea7f4b4c86e6af44b003fe6e3f019a88377fa69a53a9b8be93f443daf,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/02748a7ea7f4b4c86e6af44b003fe6e3f019a88377fa69a53a9b8be93f443daf.jpg,unassigned,42,human_train,giovanni,66,42
6199200986325e5fc448796786739d393a23a95be3c7084fa735f7565592f389,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/6199200986325e5fc448796786739d393a23a95be3c7084fa735f7565592f389.png,unassigned,42,human_train,giovanni,67,42
733ee6ab3dff70235856bb9eaa614767f66a0b695634488a3c89cb3b19286cc0,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/733ee6ab3dff70235856bb9eaa614767f66a0b695634488a3c89cb3b19286cc0.jpg,unassigned,42,human_train,giovanni,68,42
07f79d4f9cb185b5f2589aeb02f3868288e8a4202cad3dd378236a59d1dfa571,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/07f79d4f9cb185b5f2589aeb02f3868288e8a4202cad3dd378236a59d1dfa571.png,unassigned,42,human_train,giovanni,69,42
cbad67fdac0a4b0116d73f2a9c238b53c360c9bcf23d9f4ae115539bbf12f2fa,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/cbad67fdac0a4b0116d73f2a9c238b53c360c9bcf23d9f4ae115539bbf12f2fa.png,unassigned,42,human_train,giovanni,70,42
4de90417a051be8e858e688b2730e3cf619bea650f95c8d7c2166ec36cabf2d4,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/4de90417a051be8e858e688b2730e3cf619bea650f95c8d7c2166ec36cabf2d4.jpg,unassigned,42,human_train,giovanni,71,42
e285cca656782fef8597b829527282a4a8b3ffe65a32e6648fdfa7707ae75e7c,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/e285cca656782fef8597b829527282a4a8b3ffe65a32e6648fdfa7707ae75e7c.png,unassigned,42,human_train,giovanni,72,42
f78780217e05573a991428332a693fd5e6d4f5a2ecd021cc0b78406f3b5a41fa,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/f78780217e05573a991428332a693fd5e6d4f5a2ecd021cc0b78406f3b5a41fa.jpg,unassigned,42,human_train,giovanni,73,42
4fad2f768d1b0c3a6f5125e4c7ae7e59ac085dff0a709053692418226487c441,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/4fad2f768d1b0c3a6f5125e4c7ae7e59ac085dff0a709053692418226487c441.png,unassigned,42,human_train,giovanni,74,42
6b14c74f3bd6103ead4041936eabb638aec06ce7a167c63d69ce462bb8a45bac,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/6b14c74f3bd6103ead4041936eabb638aec06ce7a167c63d69ce462bb8a45bac.jpg,unassigned,42,human_train,giovanni,75,42
5ed754ae4a356c5afd2a3c2c323c92114388ab10e39a7990ea8b9f35b31a824e,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/5ed754ae4a356c5afd2a3c2c323c92114388ab10e39a7990ea8b9f35b31a824e.png,unassigned,42,human_train,giovanni,76,42
fa632cce995afc4b7974f33902d52c95f49f0a1fff7d822e914a07cc20cab234,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/fa632cce995afc4b7974f33902d52c95f49f0a1fff7d822e914a07cc20cab234.png,unassigned,42,human_train,giovanni,77,42
4784907b79c4681e79abc74ca063a1a3893cf7aaf640fe022e014434feb78b51,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/4784907b79c4681e79abc74ca063a1a3893cf7aaf640fe022e014434feb78b51.png,unassigned,42,human_train,giovanni,78,42
f159f7f1becf4f1af80af2791aec93d7fd89697896ea60244cf75ba1e18ecd7b,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/f159f7f1becf4f1af80af2791aec93d7fd89697896ea60244cf75ba1e18ecd7b.png,unassigned,42,human_train,giovanni,79,42
2ca52aab7a4718d9ff2b152c70d484861a13da051958e7d4f39b027b00352fd8,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/2ca52aab7a4718d9ff2b152c70d484861a13da051958e7d4f39b027b00352fd8.png,unassigned,42,human_train,giovanni,80,42
d37a223c59f986e77b04456ea2b45973c3bce7e9c502f6b3d6050e9d0719dc7f,ComplexDataLab/OpenFake,openfake_pilot_600,real,images/real/d37a223c59f986e77b04456ea2b45973c3bce7e9c502f6b3d6050e9d0719dc7f.jpg,unassigned,42,human_train,giovanni,81,42
dd876e107a4831147130399c135a348d8a71b15c8aa492e281785181c360a1f3,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/dd876e107a4831147130399c135a348d8a71b15c8aa492e281785181c360a1f3.jpg,unassigned,42,human_train,giovanni,82,42
2901813455299c13e3f026e5a451a8d452b6827e7086cc6d5d7988e5a1e48086,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/2901813455299c13e3f026e5a451a8d452b6827e7086cc6d5d7988e5a1e48086.jpg,unassigned,42,human_train,giovanni,83,42
941067793367eb8496ada0012966d8aa70af596af81faf2b72ac48f762d4c947,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/941067793367eb8496ada0012966d8aa70af596af81faf2b72ac48f762d4c947.jpg,unassigned,42,human_train,giovanni,84,42
b19f7071b020fbbbbd63f39bf157207085357ad3ea2a70e3d0268972aa97b6b1,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/b19f7071b020fbbbbd63f39bf157207085357ad3ea2a70e3d0268972aa97b6b1.png,unassigned,42,human_train,giovanni,85,42
725ffd38b9191d1d92f27bf9d99963531af43ae978d477947a9a93c018c5a4c9,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/725ffd38b9191d1d92f27bf9d99963531af43ae978d477947a9a93c018c5a4c9.jpg,unassigned,42,human_train,giovanni,86,42
cf5cf740601b3089b4ae1a947112bc8726984b0c61f2d71ddfc5005dae0732cc,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/cf5cf740601b3089b4ae1a947112bc8726984b0c61f2d71ddfc5005dae0732cc.png,unassigned,42,human_train,giovanni,87,42
33b7f53291d9de5c00736fe79747aa61d9c10a988ccc921822f1e36ec2566566,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/33b7f53291d9de5c00736fe79747aa61d9c10a988ccc921822f1e36ec2566566.png,unassigned,42,human_train,giovanni,88,42
2791a0894d6747cabd0d8814312e2917c77679e14b4232e4d2654061a935f919,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/2791a0894d6747cabd0d8814312e2917c77679e14b4232e4d2654061a935f919.jpg,unassigned,42,human_train,giovanni,89,42
0e7e22e427067f08efadab663e1a4f1c1513567d13e7558bc360b55e0048c79d,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/0e7e22e427067f08efadab663e1a4f1c1513567d13e7558bc360b55e0048c79d.png,unassigned,42,human_train,giovanni,90,42
87c666dfa8a0abfad787aa77f83cc87d8f760fc47f3e19c7c1c38f0d4dc97120,ComplexDataLab/OpenFake,openfake_pilot_600,fake,images/fake/87c666dfa8a0abfad787aa77f83cc87d8f760fc47f3e19c7c1c38f0d4dc97120.png,unassigned,42,human_train,giovanni,91,42
08d8bd1005a12d89f20435d181be248f7fecb411d5c9c07657503196a6fde8bf,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/08d8bd1005a12d89f20435d181be248f7fecb411d5c9c07657503196a6fde8bf.jpg,unassigned,42,human_train,giovanni,92,42
f9c3596a3388d0a929ee5a43dd74c44c7eac50a58646c14cef596c8ac3b1a630,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/f9c3596a3388d0a929ee5a43dd74c44c7eac50a58646c14cef596c8ac3b1a630.jpg,unassigned,42,human_train,giovanni,93,42
8cc189931eee360ead193ed8293fd15d8c64acabbc6014f2871c7365fe9140c3,saberzl/SID_Set,sid_set_candidate_1500,fake,images/fake/8cc189931eee360ead193ed8293fd15d8c64acabbc6014f2871c7365fe9140c3.png,unassigned,42,human_train,giovanni,94,42
79ff2e63097180307311753145d4bfd63fbaa11c2e3939c861e5d57600902475,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/79ff2e63097180307311753145d4bfd63fbaa11c2e3939c861e5d57600902475.png,unassigned,42,human_train,giovanni,95,42
289c3d2d731715a1afee54caeee6606ed2c97477fde31b85a3be275139ebcdc4,ComplexDataLab/OpenFake,openfake_additional_900,real,images/real/289c3d2d731715a1afee54caeee6606ed2c97477fde31b85a3be275139ebcdc4.jpg,unassigned,42,human_train,giovanni,96,42
b4aee5b2db92b4199f8fb2cf2e0c118f26d4acbc51a24aad29d2861a1072e495,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/b4aee5b2db92b4199f8fb2cf2e0c118f26d4acbc51a24aad29d2861a1072e495.png,unassigned,42,human_train,giovanni,97,42
56ba7b5a4368c18dae9dc8cd4d48f6007521442f62059a5791e7a7f2b581d880,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/56ba7b5a4368c18dae9dc8cd4d48f6007521442f62059a5791e7a7f2b581d880.png,unassigned,42,human_train,giovanni,98,42
3ed40b63111d48ea5999b8f022c75de58d30ece4bc35c3b614e94ef771de12f7,ComplexDataLab/OpenFake,openfake_additional_900,fake,images/fake/3ed40b63111d48ea5999b8f022c75de58d30ece4bc35c3b614e94ef771de12f7.png,unassigned,42,human_train,giovanni,99,42
f46ea0a9f7122cb111f80792f1eecf8b7cf816517426349568d972e8737d7f76,saberzl/SID_Set,sid_set_candidate_1500,real,images/real/f46ea0a9f7122cb111f80792f1eecf8b7cf816517426349568d972e8737d7f76.jpg,unassigned,42,human_train,giovanni,100,42
