blind_id,content_hash,component,relative_image_path,annotation_order
HT-45b31b060816e5930cb7,f7b346c7ba61116a506793d733d46ea0394f3e048af676e6d4ddc6a328f507c2,sid_set_candidate_1500,images/fake/f7b346c7ba61116a506793d733d46ea0394f3e048af676e6d4ddc6a328f507c2.png,11
HT-eaff5f7171d6f78d3048,1649eac954d5a54d6419a76ce460b565d1afe9b052b78663aecadb88a4038f6d,sid_set_candidate_1500,images/real/1649eac954d5a54d6419a76ce460b565d1afe9b052b78663aecadb88a4038f6d.jpg,12
HT-712dcbcf31a94a815c3d,ead550ad99628a06323f4aa753d2a324526ef63603de4c4ec3cf77a7e3072060,openfake_additional_900,images/fake/ead550ad99628a06323f4aa753d2a324526ef63603de4c4ec3cf77a7e3072060.png,13
HT-a820f35469a55b2924a5,c1b3f31da807d1c6bcefffe55f71a0c217667319557d4af9fbea5ed6930ae674,sid_set_candidate_1500,images/real/c1b3f31da807d1c6bcefffe55f71a0c217667319557d4af9fbea5ed6930ae674.jpg,14
HT-a508d4247452e89d61c2,e0654928fe7dcca7e49a7b02bde373aac01491458814fb27078a7af303458653,sid_set_candidate_1500,images/real/e0654928fe7dcca7e49a7b02bde373aac01491458814fb27078a7af303458653.jpg,15
HT-2eb1c167ba36c168a004,128bd40a51f84fd5c425d1bc64f40c2db9a763849ab1f880582b850aaa7656eb,openfake_additional_900,images/fake/128bd40a51f84fd5c425d1bc64f40c2db9a763849ab1f880582b850aaa7656eb.png,16
HT-092fde3d562b65cb8433,6b641e123f139078d2ebfff7d6c6c94ff77150c8c843e8fe3af09b1cb72df2a4,sid_set_candidate_1500,images/fake/6b641e123f139078d2ebfff7d6c6c94ff77150c8c843e8fe3af09b1cb72df2a4.png,17
HT-ecc5a15a771b7c336590,c3d7812ae36bd3d9f350ac75178914e8298e099972b164c0a8c5f2467761628d,sid_set_candidate_1500,images/real/c3d7812ae36bd3d9f350ac75178914e8298e099972b164c0a8c5f2467761628d.jpg,18
HT-15cba242f34fe77e657f,99c8693a7b70cddc9d39330d4490c3e5ab485e5d37beebba8b07cc076bb6c146,sid_set_candidate_1500,images/fake/99c8693a7b70cddc9d39330d4490c3e5ab485e5d37beebba8b07cc076bb6c146.png,19
HT-f84de5379561edd7c60a,5788da0599bb07df312fe68fe87df1d48b638aed5e97476059897017410ab13d,sid_set_candidate_1500,images/real/5788da0599bb07df312fe68fe87df1d48b638aed5e97476059897017410ab13d.jpg,20
HT-7acf4af3e079a090d475,37928f17f6e0bd188c8b623cf0796c0e2d43eea4f2b35e50fb5f9c8064225e60,openfake_additional_900,images/real/37928f17f6e0bd188c8b623cf0796c0e2d43eea4f2b35e50fb5f9c8064225e60.jpg,21
HT-83df4c141a1efa924c6d,780f8068aa47fdd74244e4dde6bd40d42d7ba8e88c10a2c6e31eeb1d238cb1fc,openfake_additional_900,images/real/780f8068aa47fdd74244e4dde6bd40d42d7ba8e88c10a2c6e31eeb1d238cb1fc.jpg,22
HT-7a6a0fee630953476009,bd50762a871e010c4068126528581e297e8d68005da957f1c228bbf87d5875dc,openfake_pilot_600,images/real/bd50762a871e010c4068126528581e297e8d68005da957f1c228bbf87d5875dc.jpg,23
HT-f1e537019b149c3c48ac,05821ee51ef95d0a7de9d81a147b95ad2f0bb57f7608320a6e34e3565e13157e,openfake_pilot_600,images/fake/05821ee51ef95d0a7de9d81a147b95ad2f0bb57f7608320a6e34e3565e13157e.png,24
HT-897ffcd34ef45f1c0c06,fded0a0f7f44852b3d2da5e8c934ed357a5311ec6e10ebebe570cf1a71733399,openfake_pilot_600,images/fake/fded0a0f7f44852b3d2da5e8c934ed357a5311ec6e10ebebe570cf1a71733399.jpg,25
HT-3fee5f5eecceb25c81a3,1f71f5110b4e5aa7e41750c81827dfff8d9e20977411b72089994f23ef606a05,openfake_additional_900,images/real/1f71f5110b4e5aa7e41750c81827dfff8d9e20977411b72089994f23ef606a05.jpg,26
HT-e33c62a25e10c5b3c2cb,4005f8aa218782510b69fd27cf4480e1cf250b943a69487a5206c86669e45067,openfake_additional_900,images/real/4005f8aa218782510b69fd27cf4480e1cf250b943a69487a5206c86669e45067.jpg,27
HT-e190a8eeb3bf6b354c16,3016cfebab5dc44162cff763c92c92bec977880b0740f30fe3cecc63cfaa4343,openfake_additional_900,images/fake/3016cfebab5dc44162cff763c92c92bec977880b0740f30fe3cecc63cfaa4343.png,28
HT-c0181c3f0209fa8febd2,ade9fd796ab48a0acae88445732fc1baef4e7cbd245de21720712c2cb096beb1,openfake_pilot_600,images/fake/ade9fd796ab48a0acae88445732fc1baef4e7cbd245de21720712c2cb096beb1.png,29
HT-91e194ed586d348c0525,7d1ed5e5d4e3bc1beb8dbb2c8678c8d75fce261223ea4931d209a5c68aa7a99c,openfake_additional_900,images/real/7d1ed5e5d4e3bc1beb8dbb2c8678c8d75fce261223ea4931d209a5c68aa7a99c.jpg,30
HT-5d2393753899a89a8e8a,374e45ebd3ecc4c43b76b05ff0088e54d00a0c1a6bfe658bc8e1b3f0fe8d3acc,openfake_additional_900,images/real/374e45ebd3ecc4c43b76b05ff0088e54d00a0c1a6bfe658bc8e1b3f0fe8d3acc.jpg,31
HT-9a5f5ea1082739a02f4e,e14c2b72ee15ebc0d3ad2b65d557797a2cba7e590b0544a229ae192ac81c5d4f,sid_set_candidate_1500,images/fake/e14c2b72ee15ebc0d3ad2b65d557797a2cba7e590b0544a229ae192ac81c5d4f.png,32
HT-febcac069783496e0a8e,e3fcba18f5421e091c34a951fc82c1739dc87a7656ecce311020aa94c82bc3de,sid_set_candidate_1500,images/fake/e3fcba18f5421e091c34a951fc82c1739dc87a7656ecce311020aa94c82bc3de.png,33
HT-66594f0857d0af77528d,e41d3c7ef887099c9bf8436a4129552501da31e09bc93182dc5427f9e26c1bba,sid_set_candidate_1500,images/real/e41d3c7ef887099c9bf8436a4129552501da31e09bc93182dc5427f9e26c1bba.jpg,34
HT-e0ef472fe586e56daa83,ef5ac6ff7160d5a07c39e78ece79bb63a0bb57503a777b6a89fdd1ae6c5d6584,sid_set_candidate_1500,images/fake/ef5ac6ff7160d5a07c39e78ece79bb63a0bb57503a777b6a89fdd1ae6c5d6584.png,35
HT-08977f64451eaea2b47e,b8d15cb5db5e44e22429599c4b4b4ae76c368bc14a664a9255e5fd0dc94faa08,openfake_additional_900,images/real/b8d15cb5db5e44e22429599c4b4b4ae76c368bc14a664a9255e5fd0dc94faa08.jpg,36
HT-86937cbdbf2c6d803c13,3661bb186f215ff505cda7b90ba04bc4fbeed90c45d8b57f344a244c0ed182fe,openfake_additional_900,images/real/3661bb186f215ff505cda7b90ba04bc4fbeed90c45d8b57f344a244c0ed182fe.jpg,37
HT-1f9b08a901ff2a0c7215,f881925ff3796a8b02099cb43b677db8f2fa2267eb0161e9fe17dce1852e6000,openfake_pilot_600,images/fake/f881925ff3796a8b02099cb43b677db8f2fa2267eb0161e9fe17dce1852e6000.jpg,38
HT-db3f65bd0faec4292d03,9c0cddb043bacccf5ae2884acc7ae92cf96a574e602f53dc42b66660f2586c41,openfake_additional_900,images/real/9c0cddb043bacccf5ae2884acc7ae92cf96a574e602f53dc42b66660f2586c41.jpg,39
HT-57da1efa9b805e6907ee,e0a5381a5d132cec0cefadb6d712df425e12320dbbbce7c4dac762b0cc1ff38e,sid_set_candidate_1500,images/real/e0a5381a5d132cec0cefadb6d712df425e12320dbbbce7c4dac762b0cc1ff38e.jpg,40
HT-a8703af13ed52c6056ae,dd736e197c2842c41f7699d083fc34d0cfdc630c24ced9e4779a0890487ecc22,openfake_additional_900,images/fake/dd736e197c2842c41f7699d083fc34d0cfdc630c24ced9e4779a0890487ecc22.png,41
HT-2a7f2d3038d5380cac4e,c4da5465a34e7c9cafb597ff062d954935b53ed2f82977bb59580d894d150f6c,sid_set_candidate_1500,images/fake/c4da5465a34e7c9cafb597ff062d954935b53ed2f82977bb59580d894d150f6c.png,42
HT-5d5d049045e673748e6d,fa2ed703b49f210195fdd1f3a462f1b95826253121aded4f08fd439b0e8623e7,sid_set_candidate_1500,images/real/fa2ed703b49f210195fdd1f3a462f1b95826253121aded4f08fd439b0e8623e7.jpg,43
HT-84ec1a1b07f77b44b922,184f67107497daa6867c73a94a993f170ebfd998c6eb894224b60eaa43ff23d3,sid_set_candidate_1500,images/fake/184f67107497daa6867c73a94a993f170ebfd998c6eb894224b60eaa43ff23d3.png,44
HT-ef5d88deef1b564e8617,b52089b34726d7967c424ced3f7da564c6e4c63711c3d107ee463526359653ac,openfake_additional_900,images/real/b52089b34726d7967c424ced3f7da564c6e4c63711c3d107ee463526359653ac.jpg,45
HT-d6efd0477c7b60b0aa82,c4ef5ef2f139691c9191ca331101cf7967aa87fac84e8a4c889825b6f73283c7,sid_set_candidate_1500,images/fake/c4ef5ef2f139691c9191ca331101cf7967aa87fac84e8a4c889825b6f73283c7.png,46
HT-e45775aab2c0112515ae,8fb2b37a72a284b146c510401492e6dde8b492b51924cbb46aa1bc3bddd69650,sid_set_candidate_1500,images/fake/8fb2b37a72a284b146c510401492e6dde8b492b51924cbb46aa1bc3bddd69650.png,47
HT-c1935c3a071286142c04,c552f3317939b6619ff5cfe8c73c46c452637a27c6f698ad43382e8a54d5f0ba,openfake_additional_900,images/fake/c552f3317939b6619ff5cfe8c73c46c452637a27c6f698ad43382e8a54d5f0ba.png,48
HT-89221d7de562921d5ae2,b2555488817f591b559538d7b6b4794359c67daec417b33a10f348a9c7e9ed3f,sid_set_candidate_1500,images/real/b2555488817f591b559538d7b6b4794359c67daec417b33a10f348a9c7e9ed3f.jpg,49
HT-c126c428792d17a00b6d,1564245bbd0aa7132fa0391258283c258e918d85f04ecb93564a3b29de3261ce,openfake_additional_900,images/real/1564245bbd0aa7132fa0391258283c258e918d85f04ecb93564a3b29de3261ce.jpg,50
HT-9cdb76c4d286a013d930,1066e29317832e8599746a8a39be02cc203d261d6297fcaec01f23e1901a93a8,sid_set_candidate_1500,images/real/1066e29317832e8599746a8a39be02cc203d261d6297fcaec01f23e1901a93a8.jpg,51
HT-6ce27cb9e2cd9b2a17b3,0d3a6c1adf273fd526f05973b18e6ba54ca8f627beb115c24a258a216186ed64,sid_set_candidate_1500,images/real/0d3a6c1adf273fd526f05973b18e6ba54ca8f627beb115c24a258a216186ed64.jpg,52
HT-0702c865af0eec423d18,497cb7e3696f4f9d849081072f422942be9139d1a108c04ccb9a163a316c142a,sid_set_candidate_1500,images/real/497cb7e3696f4f9d849081072f422942be9139d1a108c04ccb9a163a316c142a.jpg,53
HT-1c2f2c310353978f7c3f,ce1f6b93f25718a4b78c7e7e295dd733899198720cdcf40e7a446a278f624fed,openfake_additional_900,images/real/ce1f6b93f25718a4b78c7e7e295dd733899198720cdcf40e7a446a278f624fed.jpg,54
HT-99bef92ce9eec185506a,22f57b1146d5f400d4f3f16eebbf7913e518620e318f53cc409eec675603dda4,openfake_additional_900,images/fake/22f57b1146d5f400d4f3f16eebbf7913e518620e318f53cc409eec675603dda4.webp,55
HT-622dfef2a5d4c1ab4359,79c105dbb0b0854ef28d5f365865a71c17b8bc99cf7535088800a1497d7a42b6,openfake_pilot_600,images/real/79c105dbb0b0854ef28d5f365865a71c17b8bc99cf7535088800a1497d7a42b6.jpg,56
HT-ca70a1d9cdd3f709f667,9e64200b350b955cbe4649e5fb5ef7f9a4b3780cda28e8b9fb44250cc378aca8,sid_set_candidate_1500,images/fake/9e64200b350b955cbe4649e5fb5ef7f9a4b3780cda28e8b9fb44250cc378aca8.png,57
HT-d864c3716faf264664ef,c77e38356353d90bdb96c476031ab7d0fbc0e5d6729042bdadf72d42e63a2f18,openfake_pilot_600,images/real/c77e38356353d90bdb96c476031ab7d0fbc0e5d6729042bdadf72d42e63a2f18.jpg,58
HT-eb28ad64ec3260ca840e,3c5fd88664a4ab56874d3b4061a100fcf9e35d05867ceff5ce70f4f070d6cc19,openfake_pilot_600,images/fake/3c5fd88664a4ab56874d3b4061a100fcf9e35d05867ceff5ce70f4f070d6cc19.png,59
HT-26cdc358800e0b3e17e7,c0feb92794768bb18f374a57504541906f8fe5cf4aab9afc8b772edeb19dd95e,sid_set_candidate_1500,images/real/c0feb92794768bb18f374a57504541906f8fe5cf4aab9afc8b772edeb19dd95e.jpg,60
HT-f757a4438399a7d8bbd9,f261de55321515a60143820b17c29702de21627730f6c9810318b5a4d9cba573,sid_set_candidate_1500,images/fake/f261de55321515a60143820b17c29702de21627730f6c9810318b5a4d9cba573.png,61
HT-e89fc97db86339603c79,99c061240c406a7162bf4db87086b0dee01ff52f0b4a9671e8b9964b7ecc3d81,sid_set_candidate_1500,images/real/99c061240c406a7162bf4db87086b0dee01ff52f0b4a9671e8b9964b7ecc3d81.jpg,62
HT-5218a016ba8261776999,85e05d89b44c8ae89bff7809c4cc9ea59655f534d342d5244e70355ec1397f29,sid_set_candidate_1500,images/fake/85e05d89b44c8ae89bff7809c4cc9ea59655f534d342d5244e70355ec1397f29.png,63
HT-2af6b2e12f405fdc99e7,26d332cdb2027871c60be2fed4e8345e0a34fc2c48ac3cc2a093161f906ddf68,sid_set_candidate_1500,images/real/26d332cdb2027871c60be2fed4e8345e0a34fc2c48ac3cc2a093161f906ddf68.jpg,64
HT-262faba5437bcae3cc36,b84aeb44d07ddd976764fb43760e93d4d07c41cdd99f817a83334721756179ce,sid_set_candidate_1500,images/real/b84aeb44d07ddd976764fb43760e93d4d07c41cdd99f817a83334721756179ce.jpg,65
HT-6b31d91fdc75c5ee5b54,02748a7ea7f4b4c86e6af44b003fe6e3f019a88377fa69a53a9b8be93f443daf,sid_set_candidate_1500,images/real/02748a7ea7f4b4c86e6af44b003fe6e3f019a88377fa69a53a9b8be93f443daf.jpg,66
HT-be06aaf6e2c0781790b3,6199200986325e5fc448796786739d393a23a95be3c7084fa735f7565592f389,sid_set_candidate_1500,images/fake/6199200986325e5fc448796786739d393a23a95be3c7084fa735f7565592f389.png,67
HT-fe2f4a174966406e0729,733ee6ab3dff70235856bb9eaa614767f66a0b695634488a3c89cb3b19286cc0,openfake_pilot_600,images/fake/733ee6ab3dff70235856bb9eaa614767f66a0b695634488a3c89cb3b19286cc0.jpg,68
HT-929f1938eb2c6abfeb40,07f79d4f9cb185b5f2589aeb02f3868288e8a4202cad3dd378236a59d1dfa571,openfake_additional_900,images/fake/07f79d4f9cb185b5f2589aeb02f3868288e8a4202cad3dd378236a59d1dfa571.png,69
HT-a7b01b8b446936de1a94,cbad67fdac0a4b0116d73f2a9c238b53c360c9bcf23d9f4ae115539bbf12f2fa,sid_set_candidate_1500,images/fake/cbad67fdac0a4b0116d73f2a9c238b53c360c9bcf23d9f4ae115539bbf12f2fa.png,70
HT-6306c46ddc448536d91e,4de90417a051be8e858e688b2730e3cf619bea650f95c8d7c2166ec36cabf2d4,sid_set_candidate_1500,images/real/4de90417a051be8e858e688b2730e3cf619bea650f95c8d7c2166ec36cabf2d4.jpg,71
HT-7cfbde3f20b14b8cb269,e285cca656782fef8597b829527282a4a8b3ffe65a32e6648fdfa7707ae75e7c,sid_set_candidate_1500,images/fake/e285cca656782fef8597b829527282a4a8b3ffe65a32e6648fdfa7707ae75e7c.png,72
HT-37e8f789815f9fe5cbfc,f78780217e05573a991428332a693fd5e6d4f5a2ecd021cc0b78406f3b5a41fa,sid_set_candidate_1500,images/real/f78780217e05573a991428332a693fd5e6d4f5a2ecd021cc0b78406f3b5a41fa.jpg,73
HT-c017e9107fc21b25753d,4fad2f768d1b0c3a6f5125e4c7ae7e59ac085dff0a709053692418226487c441,sid_set_candidate_1500,images/fake/4fad2f768d1b0c3a6f5125e4c7ae7e59ac085dff0a709053692418226487c441.png,74
HT-76b9bc9a8cbbe5605984,6b14c74f3bd6103ead4041936eabb638aec06ce7a167c63d69ce462bb8a45bac,openfake_additional_900,images/real/6b14c74f3bd6103ead4041936eabb638aec06ce7a167c63d69ce462bb8a45bac.jpg,75
HT-9b2759da825807064369,5ed754ae4a356c5afd2a3c2c323c92114388ab10e39a7990ea8b9f35b31a824e,sid_set_candidate_1500,images/fake/5ed754ae4a356c5afd2a3c2c323c92114388ab10e39a7990ea8b9f35b31a824e.png,76
HT-6136cfee2c6085155aef,fa632cce995afc4b7974f33902d52c95f49f0a1fff7d822e914a07cc20cab234,openfake_additional_900,images/fake/fa632cce995afc4b7974f33902d52c95f49f0a1fff7d822e914a07cc20cab234.png,77
HT-d52c9ca57c2bed5a43fe,4784907b79c4681e79abc74ca063a1a3893cf7aaf640fe022e014434feb78b51,sid_set_candidate_1500,images/fake/4784907b79c4681e79abc74ca063a1a3893cf7aaf640fe022e014434feb78b51.png,78
HT-1a5c57b0ad36cd917f11,f159f7f1becf4f1af80af2791aec93d7fd89697896ea60244cf75ba1e18ecd7b,openfake_pilot_600,images/fake/f159f7f1becf4f1af80af2791aec93d7fd89697896ea60244cf75ba1e18ecd7b.png,79
HT-a4560b4b5857d02703a8,2ca52aab7a4718d9ff2b152c70d484861a13da051958e7d4f39b027b00352fd8,sid_set_candidate_1500,images/fake/2ca52aab7a4718d9ff2b152c70d484861a13da051958e7d4f39b027b00352fd8.png,80
HT-f892f6cd3d1c8744a581,d37a223c59f986e77b04456ea2b45973c3bce7e9c502f6b3d6050e9d0719dc7f,openfake_pilot_600,images/real/d37a223c59f986e77b04456ea2b45973c3bce7e9c502f6b3d6050e9d0719dc7f.jpg,81
HT-407549ba9f90bc7c15b9,dd876e107a4831147130399c135a348d8a71b15c8aa492e281785181c360a1f3,openfake_additional_900,images/real/dd876e107a4831147130399c135a348d8a71b15c8aa492e281785181c360a1f3.jpg,82
HT-d7a2197cd2b5d3e5589e,2901813455299c13e3f026e5a451a8d452b6827e7086cc6d5d7988e5a1e48086,sid_set_candidate_1500,images/real/2901813455299c13e3f026e5a451a8d452b6827e7086cc6d5d7988e5a1e48086.jpg,83
HT-870f1624c11ccad1b799,941067793367eb8496ada0012966d8aa70af596af81faf2b72ac48f762d4c947,openfake_additional_900,images/real/941067793367eb8496ada0012966d8aa70af596af81faf2b72ac48f762d4c947.jpg,84
HT-f64f5c1dd5b7492e9903,b19f7071b020fbbbbd63f39bf157207085357ad3ea2a70e3d0268972aa97b6b1,openfake_additional_900,images/fake/b19f7071b020fbbbbd63f39bf157207085357ad3ea2a70e3d0268972aa97b6b1.png,85
HT-0a8934977ad5162fdcd8,725ffd38b9191d1d92f27bf9d99963531af43ae978d477947a9a93c018c5a4c9,openfake_additional_900,images/real/725ffd38b9191d1d92f27bf9d99963531af43ae978d477947a9a93c018c5a4c9.jpg,86
HT-f66a99a814912bfdf20d,cf5cf740601b3089b4ae1a947112bc8726984b0c61f2d71ddfc5005dae0732cc,openfake_additional_900,images/fake/cf5cf740601b3089b4ae1a947112bc8726984b0c61f2d71ddfc5005dae0732cc.png,87
HT-d198ff9993a8e5611fa3,33b7f53291d9de5c00736fe79747aa61d9c10a988ccc921822f1e36ec2566566,sid_set_candidate_1500,images/fake/33b7f53291d9de5c00736fe79747aa61d9c10a988ccc921822f1e36ec2566566.png,88
HT-0943f29bd21999e2b829,2791a0894d6747cabd0d8814312e2917c77679e14b4232e4d2654061a935f919,openfake_additional_900,images/real/2791a0894d6747cabd0d8814312e2917c77679e14b4232e4d2654061a935f919.jpg,89
HT-e60bf3a247ced1fc8997,0e7e22e427067f08efadab663e1a4f1c1513567d13e7558bc360b55e0048c79d,sid_set_candidate_1500,images/fake/0e7e22e427067f08efadab663e1a4f1c1513567d13e7558bc360b55e0048c79d.png,90
HT-9941bb7ec082cacdc46e,87c666dfa8a0abfad787aa77f83cc87d8f760fc47f3e19c7c1c38f0d4dc97120,openfake_pilot_600,images/fake/87c666dfa8a0abfad787aa77f83cc87d8f760fc47f3e19c7c1c38f0d4dc97120.png,91
HT-3fcb4700c0bd906014fa,08d8bd1005a12d89f20435d181be248f7fecb411d5c9c07657503196a6fde8bf,sid_set_candidate_1500,images/real/08d8bd1005a12d89f20435d181be248f7fecb411d5c9c07657503196a6fde8bf.jpg,92
HT-1267582097895459a7cf,f9c3596a3388d0a929ee5a43dd74c44c7eac50a58646c14cef596c8ac3b1a630,sid_set_candidate_1500,images/real/f9c3596a3388d0a929ee5a43dd74c44c7eac50a58646c14cef596c8ac3b1a630.jpg,93
HT-e888029b3265a191f287,8cc189931eee360ead193ed8293fd15d8c64acabbc6014f2871c7365fe9140c3,sid_set_candidate_1500,images/fake/8cc189931eee360ead193ed8293fd15d8c64acabbc6014f2871c7365fe9140c3.png,94
HT-a9d08cdf9f839b683eff,79ff2e63097180307311753145d4bfd63fbaa11c2e3939c861e5d57600902475,openfake_additional_900,images/fake/79ff2e63097180307311753145d4bfd63fbaa11c2e3939c861e5d57600902475.png,95
HT-c0099804070511f408d8,289c3d2d731715a1afee54caeee6606ed2c97477fde31b85a3be275139ebcdc4,openfake_additional_900,images/real/289c3d2d731715a1afee54caeee6606ed2c97477fde31b85a3be275139ebcdc4.jpg,96
HT-6db4bad29795f3f46a8e,b4aee5b2db92b4199f8fb2cf2e0c118f26d4acbc51a24aad29d2861a1072e495,openfake_additional_900,images/fake/b4aee5b2db92b4199f8fb2cf2e0c118f26d4acbc51a24aad29d2861a1072e495.png,97
HT-c63225f427b62a42ce82,56ba7b5a4368c18dae9dc8cd4d48f6007521442f62059a5791e7a7f2b581d880,openfake_additional_900,images/fake/56ba7b5a4368c18dae9dc8cd4d48f6007521442f62059a5791e7a7f2b581d880.png,98
HT-0318d13e583d3a306a70,3ed40b63111d48ea5999b8f022c75de58d30ece4bc35c3b614e94ef771de12f7,openfake_additional_900,images/fake/3ed40b63111d48ea5999b8f022c75de58d30ece4bc35c3b614e94ef771de12f7.png,99
HT-8df36d3674ff81d92f72,f46ea0a9f7122cb111f80792f1eecf8b7cf816517426349568d972e8737d7f76,sid_set_candidate_1500,images/real/f46ea0a9f7122cb111f80792f1eecf8b7cf816517426349568d972e8737d7f76.jpg,100
