blind_id,content_hash,component,relative_image_path,annotation_order
HT-2e9e0b69f9c19fe8fa28,80b6f407808ba28b0d8c6e09f3adace9a4408da9535b72e493af26fca6aa4412,sid_set_candidate_1500,images/real/80b6f407808ba28b0d8c6e09f3adace9a4408da9535b72e493af26fca6aa4412.jpg,21
HT-f3bdc4be301ffa75bb61,544422af3922855b85984583ae4e579c35821c544c1186cd6ceb8b18319c8fd8,sid_set_candidate_1500,images/fake/544422af3922855b85984583ae4e579c35821c544c1186cd6ceb8b18319c8fd8.png,22
HT-b855d7580386158ed997,01c2dc25de4fd1137d5eba4c85cd924388783d41a356f5ba7652aaafb537132c,sid_set_candidate_1500,images/real/01c2dc25de4fd1137d5eba4c85cd924388783d41a356f5ba7652aaafb537132c.jpg,23
HT-06481ff46ced3b90520e,07384e302abb3ab518e316c601457622bb1a67460d1fdaca3c5362d347979dd8,openfake_additional_900,images/fake/07384e302abb3ab518e316c601457622bb1a67460d1fdaca3c5362d347979dd8.png,24
HT-5526581b7f12d5eb4596,eea23b496c2b49430c24785a9fc529d8b80c117c2b795d3495dc6dea34440b5d,sid_set_candidate_1500,images/fake/eea23b496c2b49430c24785a9fc529d8b80c117c2b795d3495dc6dea34440b5d.png,25
HT-25779557e6bd489571c2,5be9d51f0c67dba26b83a6992a8880cc67836be24f3fafd7c2f4d7d9f16e8358,openfake_pilot_600,images/fake/5be9d51f0c67dba26b83a6992a8880cc67836be24f3fafd7c2f4d7d9f16e8358.png,26
HT-90aad8532eb4e24a2c77,317960cdb93ed395e34cdaac6e99ced6e792b82eec15462e64fcef9ebc97756e,sid_set_candidate_1500,images/real/317960cdb93ed395e34cdaac6e99ced6e792b82eec15462e64fcef9ebc97756e.jpg,27
HT-35ea3d542b07d800af43,393251b6a2969798e5eef41307f24380cb6393909a2fe4c724f29c56ecb0bf8e,sid_set_candidate_1500,images/fake/393251b6a2969798e5eef41307f24380cb6393909a2fe4c724f29c56ecb0bf8e.png,28
HT-7350c11e116fa5547cee,c32119264940e68ed08f6ecdae85f5d84cb60bc17ec1cf1b57ac0bb435cea278,sid_set_candidate_1500,images/real/c32119264940e68ed08f6ecdae85f5d84cb60bc17ec1cf1b57ac0bb435cea278.jpg,29
HT-61309301af72e121ee43,08ac98b0ffa43c5e3d8088abb10f13fcdbe243e075182db3e732cfbd1a231867,sid_set_candidate_1500,images/fake/08ac98b0ffa43c5e3d8088abb10f13fcdbe243e075182db3e732cfbd1a231867.png,30
HT-a7cafcc5778ceead14e3,2c1575eac884ba672c6e56bc30672b7087ac1ed956c1b48cd1bad16326331981,sid_set_candidate_1500,images/real/2c1575eac884ba672c6e56bc30672b7087ac1ed956c1b48cd1bad16326331981.jpg,31
HT-2006ba144cef26f86bdd,0be0c4bfc0aec81122347ee5410a4e81278df49dab0482bcfa5b7f8ebb1f183a,openfake_additional_900,images/fake/0be0c4bfc0aec81122347ee5410a4e81278df49dab0482bcfa5b7f8ebb1f183a.png,32
HT-fde0b6b0520fc5483ffa,ea1f491e3f8c985b28f83fa15eb336a666183a4fe872460e4aa113aafa444073,openfake_additional_900,images/real/ea1f491e3f8c985b28f83fa15eb336a666183a4fe872460e4aa113aafa444073.jpg,33
HT-745ad13e7be34c54e9e2,e6d84633f7e23ea2bd1fb0a1477cbfc3c20388686b752fe322abac26d04e1297,openfake_additional_900,images/real/e6d84633f7e23ea2bd1fb0a1477cbfc3c20388686b752fe322abac26d04e1297.jpg,34
HT-eb16d230cf7d8ebaa8bd,c38d6a709302f7a35c19e84f7abfeb2a3a874f7061549a3c7c8404b9515cd051,sid_set_candidate_1500,images/fake/c38d6a709302f7a35c19e84f7abfeb2a3a874f7061549a3c7c8404b9515cd051.png,35
HT-7a83b754740e93943b5e,dc3c5b4fcddc615a09ec80486017484cc4e9aff600e16cb1d3ebcec090c5a20e,sid_set_candidate_1500,images/fake/dc3c5b4fcddc615a09ec80486017484cc4e9aff600e16cb1d3ebcec090c5a20e.png,36
HT-cccb08eae0d8621a4f5b,3b8158e65aa15623e3d19186ff59e7be26a80fe6b28ec5a71be85e23498bb3f1,sid_set_candidate_1500,images/real/3b8158e65aa15623e3d19186ff59e7be26a80fe6b28ec5a71be85e23498bb3f1.jpg,37
HT-3ccbe84a9294935ef454,3dd87daa696501c1548a28ff90d620d81226e1ecca146d7fc9e4d41a47adacc0,sid_set_candidate_1500,images/fake/3dd87daa696501c1548a28ff90d620d81226e1ecca146d7fc9e4d41a47adacc0.png,38
HT-3d9224f04674ab48e176,bb1c594760514a8c7c94401811ddc6c73e6efbf22a1dcafa5d2dbb493e4927c8,openfake_additional_900,images/real/bb1c594760514a8c7c94401811ddc6c73e6efbf22a1dcafa5d2dbb493e4927c8.jpg,39
HT-143cafb5ffc937a8ddbc,9d0c8ad7f5c2987905174b65cabe46cfe275f0500e6865013a89b1c3d9268edf,sid_set_candidate_1500,images/real/9d0c8ad7f5c2987905174b65cabe46cfe275f0500e6865013a89b1c3d9268edf.jpg,40
HT-7f3c0307caa25294d848,3a1b5fa6c10324ac43dbfd6604f13d94b13be03b6b537ad3c5ab7cb26f294fe3,openfake_additional_900,images/real/3a1b5fa6c10324ac43dbfd6604f13d94b13be03b6b537ad3c5ab7cb26f294fe3.jpg,41
HT-1fa0dfb781c74cccf325,e974c5270c9beb4a5fac394ad7750e613409a4e1c0f17e7ffc91fca96afc3a5d,sid_set_candidate_1500,images/real/e974c5270c9beb4a5fac394ad7750e613409a4e1c0f17e7ffc91fca96afc3a5d.jpg,42
HT-e7f4ce1a894e0787dffc,25a0f88d3511166b8649c9a7adaa251823ab583caa866f54a5d127668321f823,sid_set_candidate_1500,images/fake/25a0f88d3511166b8649c9a7adaa251823ab583caa866f54a5d127668321f823.png,43
HT-fb19d794df0d100c1dfa,eb8bb6f1e02b65dc4e6d75b70c03afec584fa2b4a47ca4d1a9c50aaa0b6f92f9,openfake_additional_900,images/fake/eb8bb6f1e02b65dc4e6d75b70c03afec584fa2b4a47ca4d1a9c50aaa0b6f92f9.png,44
HT-c4a7acbd98bb4c64cad2,412ccea9882261a40077329f8dc0944cfa881d1208239cb74dd8e16736c59400,openfake_additional_900,images/real/412ccea9882261a40077329f8dc0944cfa881d1208239cb74dd8e16736c59400.jpg,45
HT-4906d09cd05726aaecef,48b7a71d356bd71b2d4237c623c0c156fabae96ba03ad473f37b267763b11633,openfake_additional_900,images/fake/48b7a71d356bd71b2d4237c623c0c156fabae96ba03ad473f37b267763b11633.png,46
HT-7f56afc2098f9e5b8afd,3e48d7980e451d77033d474815c2fc5ecd20a928eb2fdac40b8f14d82791ba00,openfake_additional_900,images/real/3e48d7980e451d77033d474815c2fc5ecd20a928eb2fdac40b8f14d82791ba00.jpg,47
HT-6ea56914789b69c74a74,bd37e7d5ac4479f6c10e29f3d7b67131cd74f0ebd3657720a6c88818c08b9c20,sid_set_candidate_1500,images/real/bd37e7d5ac4479f6c10e29f3d7b67131cd74f0ebd3657720a6c88818c08b9c20.jpg,48
HT-34a4eb2a5cbe48b86d0c,fcc33daa2f0dcaf21466e090b42935a1002b5a99a2adf56930bb62a8341e89ce,sid_set_candidate_1500,images/fake/fcc33daa2f0dcaf21466e090b42935a1002b5a99a2adf56930bb62a8341e89ce.png,49
HT-162fd2df294eeb1d88dd,61a8df1641bf64796e73420f2245f5a75f38230d995a7b00fd1305069ab09bcc,sid_set_candidate_1500,images/fake/61a8df1641bf64796e73420f2245f5a75f38230d995a7b00fd1305069ab09bcc.png,50
HT-9888739d120579e607a1,f05c346ef23ef0347b57d5b28808579f9205ba69a318c213db51c1cebe4100fd,openfake_pilot_600,images/real/f05c346ef23ef0347b57d5b28808579f9205ba69a318c213db51c1cebe4100fd.jpg,51
HT-1f16d59d6d20ed19ef76,23e0f9c0fe7eac99d6b4ac0b15cacc3f4b41de3c447e01175c3c5c416196018d,sid_set_candidate_1500,images/real/23e0f9c0fe7eac99d6b4ac0b15cacc3f4b41de3c447e01175c3c5c416196018d.jpg,52
HT-db4cc6a92e7a8cfae2a6,b9f28a9c7e25db31da55ef294770b11995d157a819817761fc8513dd75ba304d,sid_set_candidate_1500,images/real/b9f28a9c7e25db31da55ef294770b11995d157a819817761fc8513dd75ba304d.jpg,53
HT-f5d08465cb78c493c1de,2a1ea8ce014057b6977a8b6bea9efcb4c26e81da93d5910c90a3095fd0b22c3e,sid_set_candidate_1500,images/real/2a1ea8ce014057b6977a8b6bea9efcb4c26e81da93d5910c90a3095fd0b22c3e.jpg,54
HT-a46102cf429da55aaf4f,299e2de57f8371be987ea096817cd12342d020bb1bcc3c8d33d512133cd47d3f,openfake_additional_900,images/fake/299e2de57f8371be987ea096817cd12342d020bb1bcc3c8d33d512133cd47d3f.jpg,55
HT-51f68130000581ec8fe8,08438c5fa8410f6bd4bee37721db733715605990536b017200a387a263e79608,openfake_additional_900,images/real/08438c5fa8410f6bd4bee37721db733715605990536b017200a387a263e79608.jpg,56
HT-1ddec5deb553269f22b8,29abcb93f31db5b6977e4cb6f5ce7bf3b92e56ba2dbbcec125b019f1370d3a3a,sid_set_candidate_1500,images/fake/29abcb93f31db5b6977e4cb6f5ce7bf3b92e56ba2dbbcec125b019f1370d3a3a.png,57
HT-65ea5bab145645e1db17,408f7858e2e075b582f0e24d32cd8de157073b48308c8f252e6003d87aa22e2d,openfake_additional_900,images/real/408f7858e2e075b582f0e24d32cd8de157073b48308c8f252e6003d87aa22e2d.jpg,58
HT-eba4cc6f9737166aa6e2,7311cb770224aa8b75a8d9adfb094213c88c026cbc9b27856f9d162ec5150cec,openfake_additional_900,images/real/7311cb770224aa8b75a8d9adfb094213c88c026cbc9b27856f9d162ec5150cec.jpg,59
HT-2c2bd9c95029014880fd,19c530d2a60c0687844cc650389c43eaab499d15c6457ba593704a77a73a7007,openfake_pilot_600,images/fake/19c530d2a60c0687844cc650389c43eaab499d15c6457ba593704a77a73a7007.png,60
HT-5150df88c8056b242f77,8e81751bb258e04b0460c3467c238aad619e82665e5142c6cfdf1e7eb963533d,openfake_additional_900,images/real/8e81751bb258e04b0460c3467c238aad619e82665e5142c6cfdf1e7eb963533d.jpg,61
HT-26ce2484e40d913bb5a8,dc8c7b479919a5d77a7587a2c9a68ef98bac85e75d9d348220fb56e5e6026cf4,openfake_additional_900,images/real/dc8c7b479919a5d77a7587a2c9a68ef98bac85e75d9d348220fb56e5e6026cf4.jpg,62
HT-f958742f74a8e4782a2b,fd2f3e2001b9bca2e09b010c54dc8f096ca36ce22f1357439750348b226ed7db,openfake_additional_900,images/fake/fd2f3e2001b9bca2e09b010c54dc8f096ca36ce22f1357439750348b226ed7db.png,63
HT-9417d8008845addc4a56,bd05cc98a020f538fcc2158c16653c0d556946e68fae83d6776c0a65e7ea0040,sid_set_candidate_1500,images/real/bd05cc98a020f538fcc2158c16653c0d556946e68fae83d6776c0a65e7ea0040.jpg,64
HT-ee3fbce9ce5b424c4ddf,b15272e3dd65e4c16b66287f67d14308c26f8466ba26acc84db72901d6fdf70b,sid_set_candidate_1500,images/fake/b15272e3dd65e4c16b66287f67d14308c26f8466ba26acc84db72901d6fdf70b.png,65
HT-4d5f65f55fb8cc835dfb,c39c7e63bf2c27f16ba5b42d3157da1e0a23589d8843cadd162e5e06eaeb833d,openfake_pilot_600,images/real/c39c7e63bf2c27f16ba5b42d3157da1e0a23589d8843cadd162e5e06eaeb833d.jpg,66
HT-3d8c1cc2a29abc3d5799,fcb8509c41b1aace8e26155e530d67c34d1dd57d4e11c96a15278e9e65fadfad,sid_set_candidate_1500,images/fake/fcb8509c41b1aace8e26155e530d67c34d1dd57d4e11c96a15278e9e65fadfad.png,67
HT-b5c74d29fe88f422a6a9,88246a53a15621d7fbf6b5f9150530751cb77d15051e5924835d1e05d9de0468,sid_set_candidate_1500,images/fake/88246a53a15621d7fbf6b5f9150530751cb77d15051e5924835d1e05d9de0468.png,68
HT-f828a327edb69bcc2122,f7bd047ca38f4a60feb27f8c29464b445780a0eb97033478b0c7538ea8645a43,sid_set_candidate_1500,images/real/f7bd047ca38f4a60feb27f8c29464b445780a0eb97033478b0c7538ea8645a43.jpg,69
HT-10e3a93a7a8eaa5a7047,da0a9d12c2fbf72f026a50ce13a1005c56738e8c58989a520810d9c121fa820f,sid_set_candidate_1500,images/fake/da0a9d12c2fbf72f026a50ce13a1005c56738e8c58989a520810d9c121fa820f.png,70
HT-5ed4995d3954e7a4ff05,8f0a1c658d53448b5daf574d50c1d155614d4a12c55f6ddbc0be8e06f88e79b2,openfake_pilot_600,images/fake/8f0a1c658d53448b5daf574d50c1d155614d4a12c55f6ddbc0be8e06f88e79b2.png,71
HT-93c185664d7560091e0f,ee392781e3e722fb288dc67174414e764f92bae62f934405d39fc809d7df353c,openfake_pilot_600,images/fake/ee392781e3e722fb288dc67174414e764f92bae62f934405d39fc809d7df353c.png,72
HT-828a052d016c8a439ea1,36fcab72dabecc23cbe9fbf3990d637b304e07f112510fad98811d86e362038b,sid_set_candidate_1500,images/real/36fcab72dabecc23cbe9fbf3990d637b304e07f112510fad98811d86e362038b.jpg,73
HT-7dda43c798c28e20583a,c853d0cac2b865434dc1e5b3ddf483ebda85dd609cbbca5bb1a9a3462065a3e5,openfake_additional_900,images/fake/c853d0cac2b865434dc1e5b3ddf483ebda85dd609cbbca5bb1a9a3462065a3e5.png,74
HT-bd214e6dbf668e02fb83,4fe56bbb4fe79682cde0354e1d77d21bd71900ca1eb5c60b1662aeb1922d1767,openfake_additional_900,images/real/4fe56bbb4fe79682cde0354e1d77d21bd71900ca1eb5c60b1662aeb1922d1767.jpg,75
HT-99e70abf00b9dcffd47d,880ad5b295990c8fc8f60a504a83e2764760f845382bd48cf12a1ead982ca864,sid_set_candidate_1500,images/real/880ad5b295990c8fc8f60a504a83e2764760f845382bd48cf12a1ead982ca864.jpg,76
HT-49c5748f09ad1d96ce8a,64d72d545eb2792a0ef1ef8c54ecbcd1f088d124a8eeb7e1fadc10978118eca4,openfake_pilot_600,images/real/64d72d545eb2792a0ef1ef8c54ecbcd1f088d124a8eeb7e1fadc10978118eca4.jpg,77
HT-d19bd42d65bab0cc9df0,5620e447d4f0608a4368b548917a10748006292454fdb9104a5046f8c1cf2e38,openfake_additional_900,images/real/5620e447d4f0608a4368b548917a10748006292454fdb9104a5046f8c1cf2e38.jpg,78
HT-b2bae3f2f26e6a71102d,e79b3974b916906371db2146e05db1ff24dcc6f14bd3805b3307c3b47fccdfa2,openfake_additional_900,images/real/e79b3974b916906371db2146e05db1ff24dcc6f14bd3805b3307c3b47fccdfa2.jpg,79
HT-50318d85d9b3d2f85b09,5335d115d003dbdba4a58c9e52b05b09fae5703715321bcf5c98ec951a06160c,sid_set_candidate_1500,images/real/5335d115d003dbdba4a58c9e52b05b09fae5703715321bcf5c98ec951a06160c.jpg,80
HT-5eb66aa27bbe0fb56baf,56f1d36e4e3ea32d9bf32e67c0df3199e10eeb4d13559636c4b6866abe165990,openfake_additional_900,images/fake/56f1d36e4e3ea32d9bf32e67c0df3199e10eeb4d13559636c4b6866abe165990.png,81
HT-468076ed0672c231899e,ff8f3d8daae076d6bf47870b598317a8d4b421e404d40c1087d945d45f0eeece,sid_set_candidate_1500,images/real/ff8f3d8daae076d6bf47870b598317a8d4b421e404d40c1087d945d45f0eeece.jpg,82
HT-42b724c6cbb64a885850,b99a4d8dcbab4de120fabe29606bc536fb7959a8d968fe9114a215d988af7d38,openfake_additional_900,images/fake/b99a4d8dcbab4de120fabe29606bc536fb7959a8d968fe9114a215d988af7d38.webp,83
HT-ba38cf40afb887c78278,5bad4c24ed8c90de7b2c045687c44ed4e6f191055efa6c3e5b4e220a2a48d239,sid_set_candidate_1500,images/fake/5bad4c24ed8c90de7b2c045687c44ed4e6f191055efa6c3e5b4e220a2a48d239.png,84
HT-7a3aeae8f3581a19c3e5,1c67d2e4b8d8502d8e3abd78b6637eba1b877d3e0badaed576f459fa873f1e90,openfake_pilot_600,images/fake/1c67d2e4b8d8502d8e3abd78b6637eba1b877d3e0badaed576f459fa873f1e90.png,85
HT-974c62b807a0753756c4,c5224d8826510a803826e9b3d994623f3905b28787a92a9d2ec47890d6595d61,sid_set_candidate_1500,images/real/c5224d8826510a803826e9b3d994623f3905b28787a92a9d2ec47890d6595d61.jpg,86
HT-95a581717d128572509c,1dbb0316c9fdf94ae2b48543f4005940e52d5ad7dd8664a02c2294f1c5fd064a,openfake_additional_900,images/fake/1dbb0316c9fdf94ae2b48543f4005940e52d5ad7dd8664a02c2294f1c5fd064a.png,87
HT-1fcc447bed3062aed49f,3e43427faeafdfdf7a1c3abb382bc7c926339a997375512e4a4e9b46ca140c0c,openfake_additional_900,images/fake/3e43427faeafdfdf7a1c3abb382bc7c926339a997375512e4a4e9b46ca140c0c.png,88
HT-5f32eaedc57ae9f779cf,dbad08fd38392fc7900329c81f539852697567b1f60a1a98376f9bc504746fb0,sid_set_candidate_1500,images/real/dbad08fd38392fc7900329c81f539852697567b1f60a1a98376f9bc504746fb0.jpg,89
HT-25ef925d9241c5470211,5bbd8d2bcb966f7aad8aa4d5cdbd5c257f964680977bc98836917c72a1057afa,openfake_additional_900,images/real/5bbd8d2bcb966f7aad8aa4d5cdbd5c257f964680977bc98836917c72a1057afa.jpg,90
HT-c56bedfa90e152f54497,103cbc081474f94f336384ed673d9f8f180bf0560ce17d66bdcf3c8adda6e603,openfake_additional_900,images/real/103cbc081474f94f336384ed673d9f8f180bf0560ce17d66bdcf3c8adda6e603.jpg,91
HT-762f20edbdb36d9768ea,b5710e93f1bc7aeed4d711790bd1cd5939f33756ddc2eb17bc078a0095ab7425,openfake_additional_900,images/real/b5710e93f1bc7aeed4d711790bd1cd5939f33756ddc2eb17bc078a0095ab7425.jpg,92
HT-61af453d0ccdc0585c71,c5fb2224ffc915d2b12fc044ebaf3e8dd52148cf5ce5e426df214c9b6596364f,openfake_additional_900,images/real/c5fb2224ffc915d2b12fc044ebaf3e8dd52148cf5ce5e426df214c9b6596364f.jpg,93
HT-c11d131ee40d85c2a322,693ba2c39e5fe30924b39b31770a389ba5fe069bbefdcc89f8598cd0cdd91e91,sid_set_candidate_1500,images/fake/693ba2c39e5fe30924b39b31770a389ba5fe069bbefdcc89f8598cd0cdd91e91.png,94
HT-0ef310abc98d912cb2c6,8b8a717bdbf96911f3868b8a2a61310b1f62dff6888f28f015f66e2f55dcfb1c,openfake_additional_900,images/fake/8b8a717bdbf96911f3868b8a2a61310b1f62dff6888f28f015f66e2f55dcfb1c.webp,95
HT-e66a2ca253b6f5e5b16b,9a32e7a75568d5996555f668087e061713d1fa5e92113e450c8ec48c1d4f6e38,sid_set_candidate_1500,images/real/9a32e7a75568d5996555f668087e061713d1fa5e92113e450c8ec48c1d4f6e38.jpg,96
HT-9b61e67b514100b88f40,f654b2ff6fbc4af0a73385a8e0d9c3f4962cdfa44d57ddd23324e685bea800ad,openfake_additional_900,images/fake/f654b2ff6fbc4af0a73385a8e0d9c3f4962cdfa44d57ddd23324e685bea800ad.webp,97
HT-3429dedbbbc3f784bd6f,49de00b712948044a523daa78eba28ed3bbfff1029a89368fd1f0fc0014248ee,sid_set_candidate_1500,images/fake/49de00b712948044a523daa78eba28ed3bbfff1029a89368fd1f0fc0014248ee.png,98
HT-288ff2fa1f42b571124e,f86ef2949dcc58a6659ef4c08136853de3dc87c2e79314519acc3b28abe0ceb8,sid_set_candidate_1500,images/real/f86ef2949dcc58a6659ef4c08136853de3dc87c2e79314519acc3b28abe0ceb8.jpg,99
HT-cf05dee52042951f6629,f3f29617a1b1ce4e37dccfcc24761fb9dbc7a15d75622ed552c27360d894e754,sid_set_candidate_1500,images/fake/f3f29617a1b1ce4e37dccfcc24761fb9dbc7a15d75622ed552c27360d894e754.png,100
