blind_id,content_hash,component,relative_image_path,annotation_order
HT-065a2291fb3ff3e875db,1a8d02901738183f57a59a686fb847bcb003d46de5fd2fbf10ce889898f0d9b0,sid_set_candidate_1500,images/real/1a8d02901738183f57a59a686fb847bcb003d46de5fd2fbf10ce889898f0d9b0.jpg,13
HT-90207d741b4a366d939c,7c2d679e29d758accffaedc9a632ccb8750a83adbb8a32cb32080ab5e77d833d,openfake_additional_900,images/real/7c2d679e29d758accffaedc9a632ccb8750a83adbb8a32cb32080ab5e77d833d.jpg,14
HT-0e66b00a6fe448363fff,bd9a1cac342380dd2b2c2c0a8d63c67fdbc13951960a98c5803676d194ba1905,sid_set_candidate_1500,images/real/bd9a1cac342380dd2b2c2c0a8d63c67fdbc13951960a98c5803676d194ba1905.jpg,15
HT-5e5698c5eda14ab1012f,c7fb8de52497a2e1a197583305168c70736bad1b28b08688216581ada130e336,openfake_additional_900,images/real/c7fb8de52497a2e1a197583305168c70736bad1b28b08688216581ada130e336.jpg,16
HT-cf80a4b1dfc1d58b165a,dcc1f92c50deced95bc0f18f66a9b4c3c532c0de1c950499c4059754e86e81ea,sid_set_candidate_1500,images/real/dcc1f92c50deced95bc0f18f66a9b4c3c532c0de1c950499c4059754e86e81ea.jpg,17
HT-7bb26fd166f353a3e204,045fc1c8fe52d12262dde8c3933400944984610a76683bd538f5839a14309555,openfake_pilot_600,images/fake/045fc1c8fe52d12262dde8c3933400944984610a76683bd538f5839a14309555.png,18
HT-78375b16862b17819fa1,3f9bb03f34139295fb7f248e10acc18cff44a6a4100454c5f8b291664080fb0e,openfake_additional_900,images/real/3f9bb03f34139295fb7f248e10acc18cff44a6a4100454c5f8b291664080fb0e.jpg,19
HT-93b0d18bdf6c4931b090,8a13deeb4806758795018513693acc8fefd8492698b4b2a531d9f112863c4175,openfake_additional_900,images/real/8a13deeb4806758795018513693acc8fefd8492698b4b2a531d9f112863c4175.jpg,20
HT-0bc14edd5f9f40a20da5,f41bca5c5fe8d055261c9c0d23bb989f1a3a57ba70bc73a24417b223dcd79090,sid_set_candidate_1500,images/real/f41bca5c5fe8d055261c9c0d23bb989f1a3a57ba70bc73a24417b223dcd79090.jpg,21
HT-9ef8cd3c38e5c95a51c8,98873b22b0d43aeb75b3ed110eedc887fdc706138cb28c6a986285d8cbb3328e,sid_set_candidate_1500,images/real/98873b22b0d43aeb75b3ed110eedc887fdc706138cb28c6a986285d8cbb3328e.jpg,22
HT-350f66c10f770efa4029,af3a266205489d1d0093c5d4713a9851ad6e2b321b1c991abb11472143b05db4,openfake_pilot_600,images/fake/af3a266205489d1d0093c5d4713a9851ad6e2b321b1c991abb11472143b05db4.png,23
HT-8a0f398277ab5edcc9dc,b5cf5c428bee66b49c5f8f3d77ba95cb7f385b1fb3252bffa8581d735a1f1563,sid_set_candidate_1500,images/fake/b5cf5c428bee66b49c5f8f3d77ba95cb7f385b1fb3252bffa8581d735a1f1563.png,24
HT-f182f729000c2dd760a8,f62a81375856d7937de5f10f77fb2e2ff2f79ad5425bb09b7cc190846fc67fa3,sid_set_candidate_1500,images/fake/f62a81375856d7937de5f10f77fb2e2ff2f79ad5425bb09b7cc190846fc67fa3.png,25
HT-f703df872f3e8176317e,f16e86b8d3f99d67e4d16e584519e1b0f16cba06e7b9f9ebaaa762c6c94e866e,sid_set_candidate_1500,images/real/f16e86b8d3f99d67e4d16e584519e1b0f16cba06e7b9f9ebaaa762c6c94e866e.jpg,26
HT-bbb12876667c23ede74f,0b70504b4786fc7ec65c05711e8438375d5cccc6c21c352ed613e4b521b735fe,openfake_pilot_600,images/fake/0b70504b4786fc7ec65c05711e8438375d5cccc6c21c352ed613e4b521b735fe.png,27
HT-f70a008b3db120a6247f,c3faa2d56cbdebaebe35236723893398cdb3f7ebed2e55b0d1e35ef601ef8b6f,openfake_additional_900,images/real/c3faa2d56cbdebaebe35236723893398cdb3f7ebed2e55b0d1e35ef601ef8b6f.jpg,28
HT-07cd8a8a10d8990deb82,c9b2ac5127dbd56494e84850d3dc58fa9310669fd40bdef7783f189db450e741,sid_set_candidate_1500,images/fake/c9b2ac5127dbd56494e84850d3dc58fa9310669fd40bdef7783f189db450e741.png,29
HT-9b86432d4a418b5b6004,bc8eed041ec1682b6835168b0f0dc51a2f2a334bcbd912de98a55eedc7fe598a,openfake_additional_900,images/fake/bc8eed041ec1682b6835168b0f0dc51a2f2a334bcbd912de98a55eedc7fe598a.png,30
HT-4953af802af53398f021,0b760c4b24ae68818da9c0fb756ce5ebc7a8845d65b8966b86e16b5d43e37324,sid_set_candidate_1500,images/real/0b760c4b24ae68818da9c0fb756ce5ebc7a8845d65b8966b86e16b5d43e37324.jpg,31
HT-be0501c86127afaa38bb,84ca0dfbdfb307ed6fb8ae5416ece412e94c628efc7af63e18dd8d0d12116288,openfake_pilot_600,images/fake/84ca0dfbdfb307ed6fb8ae5416ece412e94c628efc7af63e18dd8d0d12116288.png,32
HT-6cddb94da31491dc9bf2,37caed36371bdc48c09399735739eaeb37eef0f98e5c2551352bc03472caaa00,sid_set_candidate_1500,images/fake/37caed36371bdc48c09399735739eaeb37eef0f98e5c2551352bc03472caaa00.png,33
HT-6a35bd09228ff1faf769,4d3b8a5c313bdb9e26796203d3dd386a85dadfc6c20cef7a6164fe13e4cae359,sid_set_candidate_1500,images/fake/4d3b8a5c313bdb9e26796203d3dd386a85dadfc6c20cef7a6164fe13e4cae359.png,34
HT-ef333282617a8d7bc97e,e015c35145b8a33c602e0786b2b08df2fd7e1489566a17618c57b39c5dbdaae6,sid_set_candidate_1500,images/real/e015c35145b8a33c602e0786b2b08df2fd7e1489566a17618c57b39c5dbdaae6.jpg,35
HT-0fe40391d2e15e473a93,281e02921d20ad0f013239909818ebb00da14d01a382fab61a7b4f10227aab5b,sid_set_candidate_1500,images/real/281e02921d20ad0f013239909818ebb00da14d01a382fab61a7b4f10227aab5b.jpg,36
HT-1e94bc73728f0702c38c,6b544cb858e7eb367417f4d4989f0c8b1e77f688751d78a5ecc42ec42b070409,sid_set_candidate_1500,images/fake/6b544cb858e7eb367417f4d4989f0c8b1e77f688751d78a5ecc42ec42b070409.png,37
HT-5b41d3867a7b24355595,3e460e4bf2c751320ed902d6b6eec7c3d2aa9c54fdb211ec9f22351054b760dc,openfake_additional_900,images/fake/3e460e4bf2c751320ed902d6b6eec7c3d2aa9c54fdb211ec9f22351054b760dc.png,38
HT-f26823d8bb20e6f2e85b,fcb71b118776df3cca275fc29a0999976b6f7b89857971f0ff835723d53890c4,openfake_pilot_600,images/fake/fcb71b118776df3cca275fc29a0999976b6f7b89857971f0ff835723d53890c4.png,39
HT-2634326a784a07a66be9,961c38035dd85083137607376be1546ed8fb6d3a0446ef99bcc7445c02ec522d,openfake_pilot_600,images/real/961c38035dd85083137607376be1546ed8fb6d3a0446ef99bcc7445c02ec522d.jpg,40
HT-936dec8ed6ba9fdc4738,861d97af00b1546ebf5d03e6dc8c7f85dfbfaa759f428d997d66b24abe3d1ec1,openfake_additional_900,images/real/861d97af00b1546ebf5d03e6dc8c7f85dfbfaa759f428d997d66b24abe3d1ec1.jpg,41
HT-efe19b9697b0dde87408,727dd53588295e102f4b493b9381fb05268c52ac225be618d46f2c18a6c47980,sid_set_candidate_1500,images/fake/727dd53588295e102f4b493b9381fb05268c52ac225be618d46f2c18a6c47980.png,42
HT-3725902ace9ce455a80c,2f7c27920584d66703b0b302e3a6e3b5be13339bddf6c606ba2390a3d86bae8a,openfake_additional_900,images/real/2f7c27920584d66703b0b302e3a6e3b5be13339bddf6c606ba2390a3d86bae8a.jpg,43
HT-adad61ebe72e2c91f487,8f0802b333d71f75a4c17550ddb522912266f7de20bf524a2b4c148d89fcdf8f,openfake_additional_900,images/fake/8f0802b333d71f75a4c17550ddb522912266f7de20bf524a2b4c148d89fcdf8f.png,44
HT-c124ee00354699248e56,eeb868b50484439724eacb8464b52adbfbf56350ced3d25bb3fc87c19b312aa9,openfake_pilot_600,images/real/eeb868b50484439724eacb8464b52adbfbf56350ced3d25bb3fc87c19b312aa9.jpg,45
HT-36ad9d18c52ed136a82c,2fe3883bbe00030fd767436de847d1acdce36792aaf6cd0fbb054e1b72689b41,openfake_additional_900,images/fake/2fe3883bbe00030fd767436de847d1acdce36792aaf6cd0fbb054e1b72689b41.png,46
HT-c6b84756b5dc680ebdb9,9a24202cfae405b57daadfead4da7736534d1af4126a0d6c73e1be6a4aa5480b,openfake_additional_900,images/fake/9a24202cfae405b57daadfead4da7736534d1af4126a0d6c73e1be6a4aa5480b.png,47
HT-8a4db535c53d293a8b33,5da4ef2b94390dafa65b7e3d5a763cdc042cf28a8cf9a00f5fe470bd9c569d2f,sid_set_candidate_1500,images/real/5da4ef2b94390dafa65b7e3d5a763cdc042cf28a8cf9a00f5fe470bd9c569d2f.jpg,48
HT-543fe8d5f9c2a96b33b6,a1c196021589074be4c3d7c1521343334ca04c422058c4747712943612ca58a4,openfake_additional_900,images/fake/a1c196021589074be4c3d7c1521343334ca04c422058c4747712943612ca58a4.png,49
HT-2400bfa630e39df01ae1,20cf6b08c79a9bb48af20a7420430001d1f9fcb8709449be4c4b42d0e1d8e112,sid_set_candidate_1500,images/fake/20cf6b08c79a9bb48af20a7420430001d1f9fcb8709449be4c4b42d0e1d8e112.png,50
HT-1b2486b843d078e6df6e,4bf38b511c3f62c70f7f533b687b15a426160a5a21f4f2ca8755e0875b728ada,sid_set_candidate_1500,images/real/4bf38b511c3f62c70f7f533b687b15a426160a5a21f4f2ca8755e0875b728ada.jpg,51
HT-0659cd1c6b8f2cc09ae3,bfc5ed7f21248dd3a2e3fe1386b83630348ebbaf83c350772b1ae1301e78225f,openfake_additional_900,images/fake/bfc5ed7f21248dd3a2e3fe1386b83630348ebbaf83c350772b1ae1301e78225f.png,52
HT-63dee1cd0d2cfafa33b4,7526b7cc75a534b8fd7eaef239d2b051892b9d90738b45eb7f4fe7e8513d27a9,openfake_additional_900,images/fake/7526b7cc75a534b8fd7eaef239d2b051892b9d90738b45eb7f4fe7e8513d27a9.png,53
HT-9bf066365cdd4884924e,16afbb9890ffb91a0e7dd9ef2e10080040d48f9c401f76862d00a96192afa737,openfake_pilot_600,images/real/16afbb9890ffb91a0e7dd9ef2e10080040d48f9c401f76862d00a96192afa737.jpg,54
HT-adfc699b282ea80f1966,ba81dcda51ba351cc99b5d14b2ab9b84e83372869268a1738b84bf9fb4974455,openfake_additional_900,images/fake/ba81dcda51ba351cc99b5d14b2ab9b84e83372869268a1738b84bf9fb4974455.png,55
HT-ea72b2c73e6526bd80c8,04ca52d8dc4cdf229af48394be5a3fee6ac0c6fe8a3e290df815e91be8de2814,sid_set_candidate_1500,images/fake/04ca52d8dc4cdf229af48394be5a3fee6ac0c6fe8a3e290df815e91be8de2814.png,56
HT-84a03346f34f4de68880,6a38965d7ba54be6ed4be5b544918a37280a7469e4b87b75f1ebe6d554d9ffda,openfake_additional_900,images/real/6a38965d7ba54be6ed4be5b544918a37280a7469e4b87b75f1ebe6d554d9ffda.jpg,57
HT-2cd4f03eda9be99ca334,a590a0d5e98e886fbf1daa2ce4de18c2aeafd0ae24c8b4a4cbd02d2d3977b80c,openfake_additional_900,images/real/a590a0d5e98e886fbf1daa2ce4de18c2aeafd0ae24c8b4a4cbd02d2d3977b80c.jpg,58
HT-80a679839f9b27724803,5077bbe2ff6cdbd89bded7a0ef1ac451c6e90f11e80de0001811a06c9f970eec,sid_set_candidate_1500,images/fake/5077bbe2ff6cdbd89bded7a0ef1ac451c6e90f11e80de0001811a06c9f970eec.png,59
HT-4c0b221843a5d3575e21,1fb6cab0fbcc6d47276a70ab57244452848733f6e2159bef8fffe04cf67720a4,sid_set_candidate_1500,images/fake/1fb6cab0fbcc6d47276a70ab57244452848733f6e2159bef8fffe04cf67720a4.png,60
HT-1370008cb979aff3937e,0cc747e95710a543f2fb2ec0ee0603aadd290997e1b7e2e9fe2717f66bb4b826,openfake_pilot_600,images/fake/0cc747e95710a543f2fb2ec0ee0603aadd290997e1b7e2e9fe2717f66bb4b826.jpg,61
HT-e822d7005c3776224be0,1b9848f4050f057ec149a26537531451100dbc5cc9a7a55367da05ec4c5bde26,openfake_additional_900,images/fake/1b9848f4050f057ec149a26537531451100dbc5cc9a7a55367da05ec4c5bde26.jpg,62
HT-9aa44c367e5296380388,81ccccfcdaae9e42343367ab91c537c7e9b96e0075869fcdb4d8392d8aee3a64,sid_set_candidate_1500,images/real/81ccccfcdaae9e42343367ab91c537c7e9b96e0075869fcdb4d8392d8aee3a64.jpg,63
HT-7159735a476f1466a65f,75aafe072ef9cb3cf54dc5d16d5c156b6a58895316972f4df8418ecf1eade992,openfake_additional_900,images/fake/75aafe072ef9cb3cf54dc5d16d5c156b6a58895316972f4df8418ecf1eade992.png,64
HT-fb0afa7945cc0e221221,2e060d486cccb9f6226a5a7aaad48e2e502dd27699afac8c74a07a03feca643d,sid_set_candidate_1500,images/real/2e060d486cccb9f6226a5a7aaad48e2e502dd27699afac8c74a07a03feca643d.jpg,65
HT-7be8bc64f930a9055680,2812f3d602031ec9e018f1a2118d18f7549a23cac91c8208ff3b6016459f2d03,openfake_additional_900,images/real/2812f3d602031ec9e018f1a2118d18f7549a23cac91c8208ff3b6016459f2d03.jpg,66
HT-1eb19b4624a7266c5e17,9d684d08b6dcede6281b9eca29daf5502ffa70d2ebeff6502ee80fb3464dc0ce,openfake_additional_900,images/real/9d684d08b6dcede6281b9eca29daf5502ffa70d2ebeff6502ee80fb3464dc0ce.jpg,67
HT-62d88418d32303eebb00,6b3c4dfb860a050748c40524258998b7e96b7e458f87092af8806663d69575bb,sid_set_candidate_1500,images/fake/6b3c4dfb860a050748c40524258998b7e96b7e458f87092af8806663d69575bb.png,68
HT-ccfd78d03c40ecf16b60,a20b1a2205a4f536e7524d5bbad9abac460531164877c4f5f6cbf0c73f62e1b0,sid_set_candidate_1500,images/fake/a20b1a2205a4f536e7524d5bbad9abac460531164877c4f5f6cbf0c73f62e1b0.png,69
HT-61a4fcda59a219c373b4,24d498d3de2afbd47c2589fdcf13036be6856aeac0cc7ca6d395f9d6cf07d56a,sid_set_candidate_1500,images/real/24d498d3de2afbd47c2589fdcf13036be6856aeac0cc7ca6d395f9d6cf07d56a.jpg,70
HT-3843fb1f2a8b8e37ff59,54829ca0a6de394d2b1c3220e69a9ee6ab9cc47cb5744d61c5199a7801d6a171,openfake_pilot_600,images/fake/54829ca0a6de394d2b1c3220e69a9ee6ab9cc47cb5744d61c5199a7801d6a171.webp,71
HT-74bec01df3f04de39d00,100c0389ea0e51c9d0d1e951c7b0e2495b5ed707ae65f135b96ef518d3f352c3,openfake_pilot_600,images/fake/100c0389ea0e51c9d0d1e951c7b0e2495b5ed707ae65f135b96ef518d3f352c3.png,72
HT-23491fe24bd71d277711,2db98325232bb7d6cf4f996a8ca09365ddd8052a76f7fc1fe1bf7c6c47588201,openfake_pilot_600,images/fake/2db98325232bb7d6cf4f996a8ca09365ddd8052a76f7fc1fe1bf7c6c47588201.png,73
HT-27d8d1740bf9ee4be799,8440371e97749c3ddc3c84c3b361a0f9e4c9dc9399f0667939f7b567826ba248,openfake_additional_900,images/fake/8440371e97749c3ddc3c84c3b361a0f9e4c9dc9399f0667939f7b567826ba248.png,74
HT-d4dc08b4b5859f33e512,3803e149d44a82a78efbbd96fd67e7c8293627a89898337312c742ef5fbf5ef0,openfake_additional_900,images/real/3803e149d44a82a78efbbd96fd67e7c8293627a89898337312c742ef5fbf5ef0.jpg,75
HT-6b08302b33ebf7c9a0fc,28f5b2776caf577799ef4726f9498923bad0096613007a1f06011495c528617e,sid_set_candidate_1500,images/fake/28f5b2776caf577799ef4726f9498923bad0096613007a1f06011495c528617e.png,76
HT-9320613e7d8222f08f37,ec786aed6b5c68e840686929e92b21ce92f76c42bd8fbaea02b269cd3c89302d,openfake_additional_900,images/fake/ec786aed6b5c68e840686929e92b21ce92f76c42bd8fbaea02b269cd3c89302d.png,77
HT-726ab9fa6d0e8f819c82,e7a47f8237030d196b002bb73670edaf3c085f60e1d1a4dc926f222c38423aa1,sid_set_candidate_1500,images/fake/e7a47f8237030d196b002bb73670edaf3c085f60e1d1a4dc926f222c38423aa1.png,78
HT-e4aed713692caa05b266,c7f48c001248fdf39e471f051de245b8c6580c57b4c6f9f69853e99000e51306,sid_set_candidate_1500,images/real/c7f48c001248fdf39e471f051de245b8c6580c57b4c6f9f69853e99000e51306.jpg,79
HT-36893e8c931148703d8e,fddcf3890715d7488c6442cc41ecce8be3136d1445432e699aeddc17ba9ff9f2,openfake_additional_900,images/real/fddcf3890715d7488c6442cc41ecce8be3136d1445432e699aeddc17ba9ff9f2.jpg,80
HT-e5e51e82a4646b353212,37a97dbde990ab7d8a069d5d5948a739442a5f6a8a4b7a3469e07b44169777a7,sid_set_candidate_1500,images/real/37a97dbde990ab7d8a069d5d5948a739442a5f6a8a4b7a3469e07b44169777a7.jpg,81
HT-e2b32406fd7aaf0920ea,f18656546ec74b14d90f273bed454a4913830795eaa857eec9f679ed55714fe3,openfake_pilot_600,images/real/f18656546ec74b14d90f273bed454a4913830795eaa857eec9f679ed55714fe3.jpg,82
HT-db4b015dad13841207ca,493e7d380af21afff596672dce5c3dd5a60efec2d2a06583ce35a9747666eca2,sid_set_candidate_1500,images/real/493e7d380af21afff596672dce5c3dd5a60efec2d2a06583ce35a9747666eca2.jpg,83
HT-ef24ee6fe3fbe7a65fa1,f19b1c24e3bddd20cf978395e030b2fae17ece9bb4a40e5bef76ede2b238e9c1,openfake_additional_900,images/real/f19b1c24e3bddd20cf978395e030b2fae17ece9bb4a40e5bef76ede2b238e9c1.jpg,84
HT-ba540c86b34eb8e91b88,2fd7dfeae360c67b95d7a9982208c144694ed52458bf7b75efc49252daf31c80,sid_set_candidate_1500,images/fake/2fd7dfeae360c67b95d7a9982208c144694ed52458bf7b75efc49252daf31c80.png,85
HT-7433a0d36ed7f349c742,c77213925eb4626576a49406ab42749261b81c04b67d40dd78dc0dac24d2c643,openfake_pilot_600,images/fake/c77213925eb4626576a49406ab42749261b81c04b67d40dd78dc0dac24d2c643.png,86
HT-933eb460f222c7127841,e1ec95025f09d918f352446d501a64a2d1a07a1a4a883c4c0a682612c173ce10,sid_set_candidate_1500,images/real/e1ec95025f09d918f352446d501a64a2d1a07a1a4a883c4c0a682612c173ce10.jpg,87
HT-450403e5bce940e81458,851d83722549bc78e32c2cef8870777e338e7e80ae1aaef7b84a62a5131d262a,openfake_additional_900,images/real/851d83722549bc78e32c2cef8870777e338e7e80ae1aaef7b84a62a5131d262a.webp,88
HT-a075bdbd2fd5e440ff79,65dd5ce1b90f73808f8b19456d70aa35b95eef26d213b34cee35cfa3f74ffcd6,sid_set_candidate_1500,images/real/65dd5ce1b90f73808f8b19456d70aa35b95eef26d213b34cee35cfa3f74ffcd6.jpg,89
HT-bf8d3de4815c494601b3,7c8167afdd57fa6021a7b58d6782acce1bd63b8ddd3bfa218dd81c1b3caf16fc,sid_set_candidate_1500,images/real/7c8167afdd57fa6021a7b58d6782acce1bd63b8ddd3bfa218dd81c1b3caf16fc.jpg,90
HT-b1e175cc05f59485e362,15530980a71e3bca66d0c6931eec1eb7cf82ad82bf182418eaaa2df450bb081a,sid_set_candidate_1500,images/fake/15530980a71e3bca66d0c6931eec1eb7cf82ad82bf182418eaaa2df450bb081a.png,91
HT-3984a6ef93fa3d35a4a2,e1571cbce847ae739a5829d8d4714a796e64f0bb008864e4184e0f391e270b87,sid_set_candidate_1500,images/fake/e1571cbce847ae739a5829d8d4714a796e64f0bb008864e4184e0f391e270b87.png,92
HT-f2220ea3635fb360516e,74198b8fa4109520ef64b8a68f3c5685ac29685c59e16541b7dd18acacc53b9e,sid_set_candidate_1500,images/real/74198b8fa4109520ef64b8a68f3c5685ac29685c59e16541b7dd18acacc53b9e.jpg,93
HT-25a3b432b46b0bd530a0,c928c6fa5ba42d0f1d7d65f7f95ebd23ae3835a597a90371c7e8b28518ba74b5,sid_set_candidate_1500,images/fake/c928c6fa5ba42d0f1d7d65f7f95ebd23ae3835a597a90371c7e8b28518ba74b5.png,94
HT-730dd09efcef0d53b544,8f62aa7a154463e499c1c8dc87b6fb3b47be455523fefa660b9aa6bf10a4bdfa,sid_set_candidate_1500,images/fake/8f62aa7a154463e499c1c8dc87b6fb3b47be455523fefa660b9aa6bf10a4bdfa.png,95
HT-65467358c120b56b8abf,cccd278ddeab436195b4082d44161517c78b41724a32efa0377dee6ae79e7e3d,openfake_pilot_600,images/real/cccd278ddeab436195b4082d44161517c78b41724a32efa0377dee6ae79e7e3d.jpg,96
HT-362255592fda27fe1a46,27dd2e18e8f1b1581c6fe5442368cec27738923f12cb891af27acda9d5d95d51,sid_set_candidate_1500,images/fake/27dd2e18e8f1b1581c6fe5442368cec27738923f12cb891af27acda9d5d95d51.png,97
HT-4560ed2a37be63217445,6fb7195d5a54bba2928a575369ec5d2b29fa14e128eed97dd03213138613b66d,sid_set_candidate_1500,images/real/6fb7195d5a54bba2928a575369ec5d2b29fa14e128eed97dd03213138613b66d.jpg,98
HT-df9960147b0f1036d886,19acabba6a6c886cf0bf07d27a22c770163b240d9a989c9649f17762d228503a,sid_set_candidate_1500,images/real/19acabba6a6c886cf0bf07d27a22c770163b240d9a989c9649f17762d228503a.jpg,99
HT-2785995c93a115977b8c,e0b4db02808cedaf5415fb5b48096e4204ae22889d0da00a91e4b65e56fcfa05,sid_set_candidate_1500,images/real/e0b4db02808cedaf5415fb5b48096e4204ae22889d0da00a91e4b65e56fcfa05.jpg,100
